Calendar Year,Payer,Delivery System,Grouper,Birth Characteristic, Number of Births 
2012,Medi-Cal,Managed Care,Maternal Education Status,High School Graduate,38228
2012,Medi-Cal,Managed Care,Maternal Education Status,Less Than High School,27728
2012,Medi-Cal,Managed Care,Maternal Education Status,Some College or Associate's Degree,27899
2012,Medi-Cal,Managed Care,Maternal Education Status,Unknown Education,3557
2012,Non-Medi-Cal,Other Coverage,Maternal Education Status,Bachelor's Degree or Higher,11076
2012,Non-Medi-Cal,Other Coverage,Maternal Education Status,High School Graduate,9875
2012,Non-Medi-Cal,Other Coverage,Maternal Education Status,Less Than High School,7331
2012,Non-Medi-Cal,Other Coverage,Maternal Education Status,Some College or Associate's Degree,10235
2012,Non-Medi-Cal,Other Coverage,Maternal Education Status,Unknown Education,3172
2012,Non-Medi-Cal,Private Insurance,Maternal Education Status,Bachelor's Degree or Higher,108319
2012,Non-Medi-Cal,Private Insurance,Maternal Education Status,High School Graduate,28810
2012,Non-Medi-Cal,Private Insurance,Maternal Education Status,Less Than High School,6076
2012,Non-Medi-Cal,Private Insurance,Maternal Education Status,Some College or Associate's Degree,53215
2012,Non-Medi-Cal,Private Insurance,Maternal Education Status,Unknown Education,9319
2012,Medi-Cal,Fee-for-Service,Maternal Nativity,Foreign-Born,87981
2012,Medi-Cal,Fee-for-Service,Maternal Nativity,U.S.-Born,59859
2012,Medi-Cal,Fee-for-Service,Maternal Nativity,Unknown Nativity,55
2012,Medi-Cal,Managed Care,Maternal Nativity,Foreign-Born,19433
2012,Medi-Cal,Managed Care,Maternal Nativity,U.S.-Born,81445
2012,Medi-Cal,Managed Care,Maternal Nativity,Unknown Nativity,38
2012,Non-Medi-Cal,Other Coverage,Maternal Nativity,Foreign-Born,21174
2012,Non-Medi-Cal,Other Coverage,Maternal Nativity,U.S.-Born,20463
2012,Non-Medi-Cal,Other Coverage,Maternal Nativity,Unknown Nativity,52
2012,Non-Medi-Cal,Private Insurance,Maternal Nativity,Foreign-Born,67619
2012,Non-Medi-Cal,Private Insurance,Maternal Nativity,U.S.-Born,138036
2012,Non-Medi-Cal,Private Insurance,Maternal Nativity,Unknown Nativity,84
2012,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,African-American,5472
2012,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,American Indian/Alaska Native,612
2012,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,Asian,8760
2012,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,492
2012,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,Hispanic,107857
2012,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,Other/Unknown Race,2445
2012,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,Two or More Race Categories,2141
2012,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,White,20116
2012,Medi-Cal,Managed Care,Maternal Race/Ethnicity,African-American,13107
2012,Medi-Cal,Managed Care,Maternal Race/Ethnicity,American Indian/Alaska Native,465
2012,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Asian,6975
2012,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,627
2012,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Hispanic,59074
2012,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Other/Unknown Race,1406
2012,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Two or More Race Categories,2648
2012,Medi-Cal,Managed Care,Maternal Race/Ethnicity,White,16614
2012,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,African-American,1850
2012,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,American Indian/Alaska Native,154
2012,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Asian,8714
2012,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,226
2012,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Hispanic,18264
2012,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Other/Unknown Race,1166
2012,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Two or More Race Categories,738
2012,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,White,10577
2012,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,African-American,5726
2012,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,American Indian/Alaska Native,466
2012,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Asian,43669
2012,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,667
2012,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Hispanic,57272
2012,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Other/Unknown Race,6647
2012,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Two or More Race Categories,5152
2012,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,White,86140
2012,Medi-Cal,Fee-for-Service,Method of Delivery,Cesarean-Primary,24785
2012,Medi-Cal,Fee-for-Service,Method of Delivery,Cesarean-Repeat,24038
2012,Medi-Cal,Fee-for-Service,Method of Delivery,Vaginal,97875
2012,Medi-Cal,Fee-for-Service,Method of Delivery,Vaginal After Previous Cesarean,1197
2012,Medi-Cal,Managed Care,Method of Delivery,Cesarean-Primary,15638
2012,Medi-Cal,Managed Care,Method of Delivery,Cesarean-Repeat,17444
2012,Medi-Cal,Managed Care,Method of Delivery,Vaginal,67054
2012,Medi-Cal,Managed Care,Method of Delivery,Vaginal After Previous Cesarean,780
2012,Non-Medi-Cal,Other Coverage,Method of Delivery,Cesarean-Primary,7648
2012,Non-Medi-Cal,Other Coverage,Method of Delivery,Cesarean-Repeat,6249
2012,Non-Medi-Cal,Other Coverage,Method of Delivery,Vaginal,27489
2012,Non-Medi-Cal,Other Coverage,Method of Delivery,Vaginal After Previous Cesarean,303
2012,Non-Medi-Cal,Private Insurance,Method of Delivery,Cesarean-Primary,42103
2012,Non-Medi-Cal,Private Insurance,Method of Delivery,Cesarean-Repeat,28343
2012,Non-Medi-Cal,Private Insurance,Method of Delivery,Vaginal,133166
2012,Non-Medi-Cal,Private Insurance,Method of Delivery,Vaginal After Previous Cesarean,2127
2012,Medi-Cal,Fee-for-Service,Parity Status,First-Born,53501
2012,Medi-Cal,Fee-for-Service,Parity Status,One Previous Birth,41299
2012,Medi-Cal,Fee-for-Service,Parity Status,Two or More Previous Births,52979
2012,Medi-Cal,Fee-for-Service,Parity Status,Unknown Parity,116
2012,Medi-Cal,Managed Care,Parity Status,First-Born,32776
2012,Medi-Cal,Managed Care,Parity Status,One Previous Birth,30519
2012,Medi-Cal,Managed Care,Parity Status,Two or More Previous Births,37534
2012,Medi-Cal,Managed Care,Parity Status,Unknown Parity,87
2012,Non-Medi-Cal,Other Coverage,Parity Status,First-Born,17022
2012,Non-Medi-Cal,Other Coverage,Parity Status,One Previous Birth,13359
2012,Non-Medi-Cal,Other Coverage,Parity Status,Two or More Previous Births,11251
2012,Non-Medi-Cal,Other Coverage,Parity Status,Unknown Parity,57
2012,Non-Medi-Cal,Private Insurance,Parity Status,First-Born,90408
2012,Non-Medi-Cal,Private Insurance,Parity Status,One Previous Birth,72496
2012,Non-Medi-Cal,Private Insurance,Parity Status,Two or More Previous Births,42704
2012,Non-Medi-Cal,Private Insurance,Parity Status,Unknown Parity,131
2012,Medi-Cal,Fee-for-Service,Prenatal Care Initiation,First Trimester Initiation,114292
2012,Medi-Cal,Fee-for-Service,Prenatal Care Initiation,No Prenatal Care,774
2012,Medi-Cal,Fee-for-Service,Prenatal Care Initiation,Second Trimester Initiation,23990
2012,Medi-Cal,Fee-for-Service,Prenatal Care Initiation,Third Trimester Initiation,5611
2012,Medi-Cal,Fee-for-Service,Prenatal Care Initiation,Unknown Prenatal Care,3228
2012,Medi-Cal,Managed Care,Prenatal Care Initiation,First Trimester Initiation,74761
2012,Medi-Cal,Managed Care,Prenatal Care Initiation,No Prenatal Care,774
2012,Medi-Cal,Managed Care,Prenatal Care Initiation,Second Trimester Initiation,18727
2012,Medi-Cal,Managed Care,Prenatal Care Initiation,Third Trimester Initiation,3816
2012,Medi-Cal,Managed Care,Prenatal Care Initiation,Unknown Prenatal Care,2838
2012,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,First Trimester Initiation,32223
2012,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,No Prenatal Care,549
2012,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,Second Trimester Initiation,5474
2012,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,Third Trimester Initiation,1770
2012,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,Unknown Prenatal Care,1673
2012,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,First Trimester Initiation,186801
2012,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,No Prenatal Care,135
2012,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,Second Trimester Initiation,14098
2012,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,Third Trimester Initiation,1857
2012,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,Unknown Prenatal Care,2848
2012,Medi-Cal,Fee-for-Service,Pre-Pregnancy Weight,Normal Weight,59384
2012,Medi-Cal,Fee-for-Service,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,75730
2012,Medi-Cal,Fee-for-Service,Pre-Pregnancy Weight,Underweight,4930
2012,Medi-Cal,Fee-for-Service,Pre-Pregnancy Weight,Unknown Weight,7851
2012,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Normal Weight,38519
2012,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,53270
2012,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Underweight,3939
2012,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Unknown Weight,5188
2012,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Normal Weight,14676
2012,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,12587
2012,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Underweight,1610
2012,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Unknown Weight,12816
2012,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Normal Weight,109140
2012,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,76308
2012,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Underweight,7745
2012,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Unknown Weight,12546
2012,Medi-Cal,Fee-for-Service,Single/Multiple Birth,Multiple Birth,2933
2012,Medi-Cal,Fee-for-Service,Single/Multiple Birth,Singleton Birth,144962
2012,Medi-Cal,Managed Care,Single/Multiple Birth,Multiple Birth,2338
2012,Medi-Cal,Managed Care,Single/Multiple Birth,Singleton Birth,98578
2012,Non-Medi-Cal,Other Coverage,Single/Multiple Birth,Multiple Birth,1425
2012,Non-Medi-Cal,Other Coverage,Single/Multiple Birth,Singleton Birth,40264
2012,Non-Medi-Cal,Private Insurance,Single/Multiple Birth,Multiple Birth,8798
2012,Non-Medi-Cal,Private Insurance,Single/Multiple Birth,Singleton Birth,196941
2012,Medi-Cal,Fee-for-Service,Smoking Status,Maternal Non-Smoker,142264
2012,Medi-Cal,Fee-for-Service,Smoking Status,Maternal Smoker,3724
2012,Medi-Cal,Fee-for-Service,Smoking Status,Unknown Smoking Status,1907
2012,Medi-Cal,Managed Care,Smoking Status,Maternal Non-Smoker,94969
2012,Medi-Cal,Managed Care,Smoking Status,Maternal Smoker,4015
2012,Medi-Cal,Managed Care,Smoking Status,Unknown Smoking Status,1932
2012,Non-Medi-Cal,Other Coverage,Smoking Status,Maternal Non-Smoker,32009
2012,Non-Medi-Cal,Other Coverage,Smoking Status,Maternal Smoker,549
2012,Non-Medi-Cal,Other Coverage,Smoking Status,Unknown Smoking Status,9131
2012,Non-Medi-Cal,Private Insurance,Smoking Status,Maternal Non-Smoker,199810
2012,Non-Medi-Cal,Private Insurance,Smoking Status,Maternal Smoker,1304
2012,Non-Medi-Cal,Private Insurance,Smoking Status,Unknown Smoking Status,4625
2012,Medi-Cal,Fee-for-Service,Substance Use Status,Maternal Non-Substance User,145365
2012,Medi-Cal,Fee-for-Service,Substance Use Status,Maternal Substance User,2265
2012,Medi-Cal,Fee-for-Service,Substance Use Status,Unknown Substance Use Status,265
2012,Medi-Cal,Managed Care,Substance Use Status,Maternal Non-Substance User,97182
2012,Medi-Cal,Managed Care,Substance Use Status,Maternal Substance User,3254
2012,Medi-Cal,Managed Care,Substance Use Status,Unknown Substance Use Status,480
2012,Non-Medi-Cal,Other Coverage,Substance Use Status,Maternal Non-Substance User,32324
2012,Non-Medi-Cal,Other Coverage,Substance Use Status,Maternal Substance User,506
2012,Non-Medi-Cal,Other Coverage,Substance Use Status,Unknown Substance Use Status,8859
2012,Non-Medi-Cal,Private Insurance,Substance Use Status,Maternal Non-Substance User,201413
2012,Non-Medi-Cal,Private Insurance,Substance Use Status,Maternal Substance User,755
2012,Non-Medi-Cal,Private Insurance,Substance Use Status,Unknown Substance Use Status,3571
2012,Medi-Cal,Fee-for-Service,Very Low Birthweight Status,"Birthweight >=1,500g",146199
2012,Medi-Cal,Fee-for-Service,Very Low Birthweight Status,Unknown Birthweight,21
2012,Medi-Cal,Fee-for-Service,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",1675
2012,Medi-Cal,Managed Care,Very Low Birthweight Status,"Birthweight >=1,500g",99791
2012,Medi-Cal,Managed Care,Very Low Birthweight Status,Unknown Birthweight,13
2012,Medi-Cal,Managed Care,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",1112
2012,Non-Medi-Cal,Other Coverage,Very Low Birthweight Status,"Birthweight >=1,500g",41152
2012,Non-Medi-Cal,Other Coverage,Very Low Birthweight Status,Unknown Birthweight,10
2012,Non-Medi-Cal,Other Coverage,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",527
2012,Non-Medi-Cal,Private Insurance,Very Low Birthweight Status,"Birthweight >=1,500g",203516
2012,Non-Medi-Cal,Private Insurance,Very Low Birthweight Status,Unknown Birthweight,22
2012,Non-Medi-Cal,Private Insurance,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",2201
2012,Medi-Cal,Fee-for-Service,Very Preterm Status,Gestation >=32 Weeks,141970
2012,Medi-Cal,Fee-for-Service,Very Preterm Status,Unknown Gestation,3742
2012,Medi-Cal,Fee-for-Service,Very Preterm Status,Very Preterm Delivery (<32 Weeks),2183
2012,Medi-Cal,Managed Care,Very Preterm Status,Gestation >=32 Weeks,95948
2012,Medi-Cal,Managed Care,Very Preterm Status,Unknown Gestation,3408
2012,Medi-Cal,Managed Care,Very Preterm Status,Very Preterm Delivery (<32 Weeks),1560
2012,Non-Medi-Cal,Other Coverage,Very Preterm Status,Gestation >=32 Weeks,39907
2012,Non-Medi-Cal,Other Coverage,Very Preterm Status,Unknown Gestation,1090
2012,Non-Medi-Cal,Other Coverage,Very Preterm Status,Very Preterm Delivery (<32 Weeks),692
2012,Non-Medi-Cal,Private Insurance,Very Preterm Status,Gestation >=32 Weeks,199372
2012,Non-Medi-Cal,Private Insurance,Very Preterm Status,Unknown Gestation,3789
2012,Non-Medi-Cal,Private Insurance,Very Preterm Status,Very Preterm Delivery (<32 Weeks),2578
2013,Medi-Cal,Fee-for-Service,Birthweight Range,Low Birthweight,9368
2013,Medi-Cal,Fee-for-Service,Birthweight Range,Normal Birthweight,132492
2013,Medi-Cal,Fee-for-Service,Birthweight Range,Unknown Birthweight,25
2013,Medi-Cal,Managed Care,Birthweight Range,Low Birthweight,7237
2013,Medi-Cal,Managed Care,Birthweight Range,Normal Birthweight,93523
2013,Medi-Cal,Managed Care,Birthweight Range,Unknown Birthweight,16
2013,Non-Medi-Cal,Other Coverage,Birthweight Range,Low Birthweight,2773
2013,Non-Medi-Cal,Other Coverage,Birthweight Range,Normal Birthweight,38484
2013,Non-Medi-Cal,Other Coverage,Birthweight Range,Unknown Birthweight,5
2013,Non-Medi-Cal,Private Insurance,Birthweight Range,Low Birthweight,13812
2013,Non-Medi-Cal,Private Insurance,Birthweight Range,Normal Birthweight,189384
2013,Non-Medi-Cal,Private Insurance,Birthweight Range,Unknown Birthweight,33
2013,Medi-Cal,Fee-for-Service,Diabetes Status,Diabetes Diagnosis,15030
2013,Medi-Cal,Fee-for-Service,Diabetes Status,No Diabetes Diagnosis,126849
2013,Medi-Cal,Fee-for-Service,Diabetes Status,Unknown Diabetes Status,6
2013,Medi-Cal,Managed Care,Diabetes Status,Diabetes Diagnosis,8403
2013,Medi-Cal,Managed Care,Diabetes Status,No Diabetes Diagnosis,91562
2013,Medi-Cal,Managed Care,Diabetes Status,Unknown Diabetes Status,811
2013,Non-Medi-Cal,Other Coverage,Diabetes Status,Diabetes Diagnosis,2532
2013,Non-Medi-Cal,Other Coverage,Diabetes Status,No Diabetes Diagnosis,29069
2013,Non-Medi-Cal,Other Coverage,Diabetes Status,Unknown Diabetes Status,9661
2013,Non-Medi-Cal,Private Insurance,Diabetes Status,Diabetes Diagnosis,21854
2013,Non-Medi-Cal,Private Insurance,Diabetes Status,No Diabetes Diagnosis,177807
2013,Non-Medi-Cal,Private Insurance,Diabetes Status,Unknown Diabetes Status,3568
2013,Medi-Cal,Fee-for-Service,Hypertension Status,Hypertension Diagnosis,11032
2013,Medi-Cal,Fee-for-Service,Hypertension Status,No Hypertension Diagnosis,130847
2013,Medi-Cal,Fee-for-Service,Hypertension Status,Unknown Hypertension Status,6
2013,Medi-Cal,Managed Care,Hypertension Status,Hypertension Diagnosis,8664
2013,Medi-Cal,Managed Care,Hypertension Status,No Hypertension Diagnosis,91301
2013,Medi-Cal,Managed Care,Hypertension Status,Unknown Hypertension Status,811
2013,Non-Medi-Cal,Other Coverage,Hypertension Status,Hypertension Diagnosis,2110
2013,Non-Medi-Cal,Other Coverage,Hypertension Status,No Hypertension Diagnosis,29491
2013,Non-Medi-Cal,Other Coverage,Hypertension Status,Unknown Hypertension Status,9661
2013,Non-Medi-Cal,Private Insurance,Hypertension Status,Hypertension Diagnosis,16585
2013,Non-Medi-Cal,Private Insurance,Hypertension Status,No Hypertension Diagnosis,183076
2013,Non-Medi-Cal,Private Insurance,Hypertension Status,Unknown Hypertension Status,3568
2013,Medi-Cal,Fee-for-Service,Length of Gestation,Normal Gestation (>=37 Weeks),127120
2013,Medi-Cal,Fee-for-Service,Length of Gestation,Preterm Delivery (<37 Weeks),12417
2013,Medi-Cal,Fee-for-Service,Length of Gestation,Unknown Gestation,2348
2013,Medi-Cal,Managed Care,Length of Gestation,Normal Gestation (>=37 Weeks),89449
2013,Medi-Cal,Managed Care,Length of Gestation,Preterm Delivery (<37 Weeks),9537
2013,Medi-Cal,Managed Care,Length of Gestation,Unknown Gestation,1790
2013,Non-Medi-Cal,Other Coverage,Length of Gestation,Normal Gestation (>=37 Weeks),37077
2013,Non-Medi-Cal,Other Coverage,Length of Gestation,Preterm Delivery (<37 Weeks),3398
2013,Non-Medi-Cal,Other Coverage,Length of Gestation,Unknown Gestation,787
2013,Non-Medi-Cal,Private Insurance,Length of Gestation,Normal Gestation (>=37 Weeks),183492
2013,Non-Medi-Cal,Private Insurance,Length of Gestation,Preterm Delivery (<37 Weeks),17076
2013,Non-Medi-Cal,Private Insurance,Length of Gestation,Unknown Gestation,2661
2013,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 17 and Younger,2947
2013,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 18-19,8228
2013,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 20-24,38154
2013,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 25-29,40984
2013,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 30-34,30785
2013,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 35 and Older,20786
2013,Medi-Cal,Fee-for-Service,Maternal Age Group,Invalid Age,1
2013,Medi-Cal,Managed Care,Maternal Age Group,Ages 17 and Younger,4105
2013,Medi-Cal,Managed Care,Maternal Age Group,Ages 18-19,10283
2013,Medi-Cal,Managed Care,Maternal Age Group,Ages 20-24,34374
2013,Medi-Cal,Managed Care,Maternal Age Group,Ages 25-29,26637
2013,Medi-Cal,Managed Care,Maternal Age Group,Ages 30-34,16129
2013,Medi-Cal,Managed Care,Maternal Age Group,Ages 35 and Older,9248
