Calendar Year,Payer,Method of Delivery,Grouper,Birth Characteristic, Number of Births 
2012,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,Some College or Associate's Degree,9170
2012,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,Unknown Education,1686
2012,Non-Medi-Cal,Cesarean-Repeat,Maternal Nativity,Foreign-Born,13952
2012,Non-Medi-Cal,Cesarean-Repeat,Maternal Nativity,U.S.-Born,20625
2012,Non-Medi-Cal,Cesarean-Repeat,Maternal Nativity,Unknown Nativity,15
2012,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,African-American,1190
2012,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,American Indian/Alaska Native,107
2012,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Asian,7283
2012,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,132
2012,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hispanic,11824
2012,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Other/Unknown Race,910
2012,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Two or More Race Categories,754
2012,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,White,12392
2012,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 17 and Younger,1886
2012,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 18-19,2966
2012,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 20-24,18139
2012,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 25-29,44370
2012,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 30-34,57373
2012,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 35 and Older,35914
2012,Non-Medi-Cal,Vaginal,Maternal Age Group,Invalid Age,7
2012,Non-Medi-Cal,Vaginal,Maternal Education Status,Bachelor's Degree or Higher,76308
2012,Non-Medi-Cal,Vaginal,Maternal Education Status,High School Graduate,26234
2012,Non-Medi-Cal,Vaginal,Maternal Education Status,Less Than High School,8997
2012,Non-Medi-Cal,Vaginal,Maternal Education Status,Some College or Associate's Degree,41288
2012,Non-Medi-Cal,Vaginal,Maternal Education Status,Unknown Education,7828
2012,Non-Medi-Cal,Vaginal,Maternal Nativity,Foreign-Born,55788
2012,Non-Medi-Cal,Vaginal,Maternal Nativity,U.S.-Born,104775
2012,Non-Medi-Cal,Vaginal,Maternal Nativity,Unknown Nativity,92
2012,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,African-American,4390
2012,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,American Indian/Alaska Native,397
2012,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Asian,33452
2012,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,591
2012,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hispanic,49229
2012,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Other/Unknown Race,4919
2012,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Two or More Race Categories,3836
2012,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,White,63841
2012,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 17 and Younger,0
2012,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 18-19,8
2012,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 20-24,128
2012,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 25-29,475
2012,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 30-34,1016
2012,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 35 and Older,802
2012,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Invalid Age,1
2012,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Bachelor's Degree or Higher,1274
2012,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,High School Graduate,343
2012,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Less Than High School,137
2012,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Some College or Associate's Degree,581
2012,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Unknown Education,95
2012,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Foreign-Born,889
2012,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,U.S.-Born,1539
2012,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Unknown Nativity,2
2012,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,African-American,69
2012,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,American Indian/Alaska Native,7
2012,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Asian,502
2012,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,14
2012,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hispanic,700
2012,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Other/Unknown Race,51
2012,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Two or More Race Categories,52
2012,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,White,1035
2013,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 17 and Younger,1338
2013,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 18-19,3482
2013,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 20-24,12103
2013,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 25-29,9809
2013,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 30-34,6986
2013,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 35 and Older,5277
2013,Medi-Cal,Cesarean-Primary,Maternal Age Group,Invalid Age,0
2013,Medi-Cal,Cesarean-Primary,Maternal Education Status,Bachelor's Degree or Higher,2698
2013,Medi-Cal,Cesarean-Primary,Maternal Education Status,High School Graduate,13457
2013,Medi-Cal,Cesarean-Primary,Maternal Education Status,Less Than High School,10326
2013,Medi-Cal,Cesarean-Primary,Maternal Education Status,Some College or Associate's Degree,10938
2013,Medi-Cal,Cesarean-Primary,Maternal Education Status,Unknown Education,1576
2013,Medi-Cal,Cesarean-Primary,Maternal Nativity,Foreign-Born,14692
2013,Medi-Cal,Cesarean-Primary,Maternal Nativity,U.S.-Born,24293
2013,Medi-Cal,Cesarean-Primary,Maternal Nativity,Unknown Nativity,10
2013,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,African-American,3652
2013,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,American Indian/Alaska Native,183
2013,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Asian,2525
2013,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,176
2013,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Hispanic,24449
2013,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Other/Unknown Race,579
2013,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Two or More Race Categories,891
2013,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,White,6540
2013,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 17 and Younger,79
2013,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 18-19,677
2013,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 20-24,8167
2013,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 25-29,12842
2013,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 30-34,10961
2013,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 35 and Older,8135
2013,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Invalid Age,0
2013,Medi-Cal,Cesarean-Repeat,Maternal Education Status,Bachelor's Degree or Higher,1981
2013,Medi-Cal,Cesarean-Repeat,Maternal Education Status,High School Graduate,13381
2013,Medi-Cal,Cesarean-Repeat,Maternal Education Status,Less Than High School,14381
2013,Medi-Cal,Cesarean-Repeat,Maternal Education Status,Some College or Associate's Degree,9505
2013,Medi-Cal,Cesarean-Repeat,Maternal Education Status,Unknown Education,1613
2013,Medi-Cal,Cesarean-Repeat,Maternal Nativity,Foreign-Born,19575
2013,Medi-Cal,Cesarean-Repeat,Maternal Nativity,U.S.-Born,21266
2013,Medi-Cal,Cesarean-Repeat,Maternal Nativity,Unknown Nativity,20
2013,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,African-American,3244
2013,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,American Indian/Alaska Native,216
2013,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Asian,1890
2013,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,200
2013,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hispanic,28570
2013,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Other/Unknown Race,452
2013,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Two or More Race Categories,724
2013,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,White,5565
2013,Medi-Cal,Vaginal,Maternal Age Group,Ages 17 and Younger,5635
2013,Medi-Cal,Vaginal,Maternal Age Group,Ages 18-19,14312
2013,Medi-Cal,Vaginal,Maternal Age Group,Ages 20-24,51781
2013,Medi-Cal,Vaginal,Maternal Age Group,Ages 25-29,44215
2013,Medi-Cal,Vaginal,Maternal Age Group,Ages 30-34,28361
2013,Medi-Cal,Vaginal,Maternal Age Group,Ages 35 and Older,16185
2013,Medi-Cal,Vaginal,Maternal Age Group,Invalid Age,1
2013,Medi-Cal,Vaginal,Maternal Education Status,Bachelor's Degree or Higher,8422
2013,Medi-Cal,Vaginal,Maternal Education Status,High School Graduate,56173
2013,Medi-Cal,Vaginal,Maternal Education Status,Less Than High School,49342
2013,Medi-Cal,Vaginal,Maternal Education Status,Some College or Associate's Degree,40416
2013,Medi-Cal,Vaginal,Maternal Education Status,Unknown Education,6137
2013,Medi-Cal,Vaginal,Maternal Nativity,Foreign-Born,65342
2013,Medi-Cal,Vaginal,Maternal Nativity,U.S.-Born,95074
2013,Medi-Cal,Vaginal,Maternal Nativity,Unknown Nativity,74
2013,Medi-Cal,Vaginal,Maternal Race/Ethnicity,African-American,10777
2013,Medi-Cal,Vaginal,Maternal Race/Ethnicity,American Indian/Alaska Native,674
2013,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Asian,10308
2013,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,711
2013,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hispanic,108830
2013,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Other/Unknown Race,1946
2013,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Two or More Race Categories,3291
2013,Medi-Cal,Vaginal,Maternal Race/Ethnicity,White,23953
2013,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 17 and Younger,0
2013,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 18-19,40
2013,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 20-24,477
2013,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 25-29,755
2013,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 30-34,606
2013,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 35 and Older,437
2013,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Invalid Age,0
2013,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Bachelor's Degree or Higher,156
2013,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,High School Graduate,715
2013,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Less Than High School,799
2013,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Some College or Associate's Degree,549
2013,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Unknown Education,96
2013,Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Foreign-Born,1211
2013,Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,U.S.-Born,1103
2013,Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Unknown Nativity,1
2013,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,African-American,183
2013,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,American Indian/Alaska Native,13
2013,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Asian,179
2013,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,17
2013,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hispanic,1511
2013,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Other/Unknown Race,19
2013,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Two or More Race Categories,61
2013,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,White,332
2013,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 17 and Younger,250
2013,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 18-19,553
2013,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 20-24,4083
2013,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 25-29,11457
2013,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 30-34,17450
2013,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 35 and Older,14958
2013,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Invalid Age,0
2013,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,Bachelor's Degree or Higher,25952
2013,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,High School Graduate,6364
2013,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,Less Than High School,1505
2013,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,Some College or Associate's Degree,12424
2013,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,Unknown Education,2506
2013,Non-Medi-Cal,Cesarean-Primary,Maternal Nativity,Foreign-Born,17361
2013,Non-Medi-Cal,Cesarean-Primary,Maternal Nativity,U.S.-Born,31380
2013,Non-Medi-Cal,Cesarean-Primary,Maternal Nativity,Unknown Nativity,10
2013,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,African-American,1820
2013,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,American Indian/Alaska Native,108
2013,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Asian,11135
2013,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,172
2013,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Hispanic,13332
2013,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Other/Unknown Race,1439
2013,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Two or More Race Categories,1261
2013,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,White,19484
2013,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 17 and Younger,10
2013,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 18-19,63
2013,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 20-24,1386
2013,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 25-29,6178
2013,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 30-34,13338
2013,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 35 and Older,13798
2013,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Invalid Age,0
2013,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,Bachelor's Degree or Higher,16629
2013,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,High School Graduate,5231
2013,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,Less Than High School,1808
2013,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,Some College or Associate's Degree,9450
2013,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,Unknown Education,1655
2013,Non-Medi-Cal,Cesarean-Repeat,Maternal Nativity,Foreign-Born,13968
2013,Non-Medi-Cal,Cesarean-Repeat,Maternal Nativity,U.S.-Born,20795
2013,Non-Medi-Cal,Cesarean-Repeat,Maternal Nativity,Unknown Nativity,10
2013,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,African-American,1238
2013,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,American Indian/Alaska Native,94
2013,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Asian,8009
2013,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,123
2013,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hispanic,11154
2013,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Other/Unknown Race,817
2013,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Two or More Race Categories,702
2013,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,White,12636
2013,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 17 and Younger,1427
2013,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 18-19,2608
2013,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 20-24,17443
2013,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 25-29,42462
2013,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 30-34,58068
2013,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 35 and Older,36272
2013,Non-Medi-Cal,Vaginal,Maternal Age Group,Invalid Age,12
2013,Non-Medi-Cal,Vaginal,Maternal Education Status,Bachelor's Degree or Higher,78207
2013,Non-Medi-Cal,Vaginal,Maternal Education Status,High School Graduate,24829
2013,Non-Medi-Cal,Vaginal,Maternal Education Status,Less Than High School,7334
2013,Non-Medi-Cal,Vaginal,Maternal Education Status,Some College or Associate's Degree,41281
2013,Non-Medi-Cal,Vaginal,Maternal Education Status,Unknown Education,6641
2013,Non-Medi-Cal,Vaginal,Maternal Nativity,Foreign-Born,52769
2013,Non-Medi-Cal,Vaginal,Maternal Nativity,U.S.-Born,105457
2013,Non-Medi-Cal,Vaginal,Maternal Nativity,Unknown Nativity,66
2013,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,African-American,4455
2013,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,American Indian/Alaska Native,437
2013,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Asian,33020
2013,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,581
2013,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hispanic,47697
2013,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Other/Unknown Race,3760
2013,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Two or More Race Categories,3930
2013,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,White,64412
2013,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 17 and Younger,1
2013,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 18-19,5
2013,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 20-24,130
2013,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 25-29,519
2013,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 30-34,1074
2013,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 35 and Older,946
2013,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Invalid Age,0
2013,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Bachelor's Degree or Higher,1445
2013,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,High School Graduate,343
2013,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Less Than High School,138
2013,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Some College or Associate's Degree,638
2013,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Unknown Education,111
2013,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Foreign-Born,977
2013,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,U.S.-Born,1696
2013,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Unknown Nativity,2
2013,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,African-American,82
2013,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,American Indian/Alaska Native,4
2013,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Asian,545
2013,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,5
2013,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hispanic,758
2013,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Other/Unknown Race,61
2013,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Two or More Race Categories,71
2013,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,White,1149
2014,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 17 and Younger,1002
2014,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 18-19,2938
2014,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 20-24,11444
2014,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 25-29,9725
2014,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 30-34,7114
2014,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 35 and Older,5469
2014,Medi-Cal,Cesarean-Primary,Maternal Age Group,Invalid Age,0
2014,Medi-Cal,Cesarean-Primary,Maternal Education Status,Bachelor's Degree or Higher,3038
2014,Medi-Cal,Cesarean-Primary,Maternal Education Status,High School Graduate,13055
2014,Medi-Cal,Cesarean-Primary,Maternal Education Status,Less Than High School,9255
2014,Medi-Cal,Cesarean-Primary,Maternal Education Status,Some College or Associate's Degree,10948
