Calendar Year,Payer,Birthweight Range,Grouper,Birth Characteristic,Number of Births
2011,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,78
2011,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Hispanic,5160
2011,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,692
2011,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,381
2011,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,White,5936
2011,Non-Medi-Cal,Low Birthweight,Parity Status,First-Born,7564
2011,Non-Medi-Cal,Low Birthweight,Parity Status,One Previous Birth,5326
2011,Non-Medi-Cal,Low Birthweight,Parity Status,Two or More Previous Births,4090
2011,Non-Medi-Cal,Low Birthweight,Parity Status,Unknown Parity,22
2011,Non-Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Underweight,633
2011,Non-Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Normal Weight,6330
2011,Non-Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,4677
2011,Non-Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Unknown Weight,5362
2011,Non-Medi-Cal,Low Birthweight,Single/Multiple Birth,Multiple Birth,5556
2011,Non-Medi-Cal,Low Birthweight,Single/Multiple Birth,Singleton Birth,11446
2011,Non-Medi-Cal,Low Birthweight,Smoking Status,Maternal Smoker,183
2011,Non-Medi-Cal,Low Birthweight,Smoking Status,Maternal Non-Smoker,14679
2011,Non-Medi-Cal,Low Birthweight,Smoking Status,Unknown Smoking Status,2140
2011,Non-Medi-Cal,Low Birthweight,Substance Use Status,Maternal Substance User,162
2011,Non-Medi-Cal,Low Birthweight,Substance Use Status,Maternal Non-Substance User,14817
2011,Non-Medi-Cal,Low Birthweight,Substance Use Status,Unknown Substance Use Status,2023
2011,Non-Medi-Cal,Normal Birthweight,Diabetes Status,Diabetes Diagnosis,19578
2011,Non-Medi-Cal,Normal Birthweight,Diabetes Status,No Diabetes Diagnosis,189542
2011,Non-Medi-Cal,Normal Birthweight,Diabetes Status,Unknown Diabetes Status,19703
2011,Non-Medi-Cal,Normal Birthweight,Hypertension Status,Hypertension Diagnosis,13187
2011,Non-Medi-Cal,Normal Birthweight,Hypertension Status,No Hypertension Diagnosis,195933
2011,Non-Medi-Cal,Normal Birthweight,Hypertension Status,Unknown Hypertension Status,19703
2011,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 17 and Younger,2594
2011,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 18-19,4053
2011,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 20-24,23698
2011,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 25-29,60780
2011,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 30-34,79717
2011,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 35 and Older,57969
2011,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Invalid Age,12
2011,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,Less Than High School,14269
2011,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,High School Graduate,38074
2011,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,Some College or Associate's Degree,60476
2011,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,Bachelor's Degree or Higher,106960
2011,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,Unknown Education,9044
2011,Non-Medi-Cal,Normal Birthweight,Maternal Nativity,Foreign-Born,79225
2011,Non-Medi-Cal,Normal Birthweight,Maternal Nativity,U.S.-Born,149477
2011,Non-Medi-Cal,Normal Birthweight,Maternal Nativity,Unknown Nativity,121
2011,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,African-American,7453
2011,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,608
2011,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Asian,43264
2011,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,858
2011,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Hispanic,72636
2011,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,5521
2011,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,5469
2011,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,White,93014
2011,Non-Medi-Cal,Normal Birthweight,Parity Status,First-Born,97716
2011,Non-Medi-Cal,Normal Birthweight,Parity Status,One Previous Birth,79707
2011,Non-Medi-Cal,Normal Birthweight,Parity Status,Two or More Previous Births,51248
2011,Non-Medi-Cal,Normal Birthweight,Parity Status,Unknown Parity,152
2011,Non-Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Underweight,7872
2011,Non-Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Normal Weight,109751
2011,Non-Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,78927
2011,Non-Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Unknown Weight,32273
2011,Non-Medi-Cal,Normal Birthweight,Single/Multiple Birth,Multiple Birth,4708
2011,Non-Medi-Cal,Normal Birthweight,Single/Multiple Birth,Singleton Birth,224115
2011,Non-Medi-Cal,Normal Birthweight,Smoking Status,Maternal Smoker,1743
2011,Non-Medi-Cal,Normal Birthweight,Smoking Status,Maternal Non-Smoker,205903
2011,Non-Medi-Cal,Normal Birthweight,Smoking Status,Unknown Smoking Status,21177
2011,Non-Medi-Cal,Normal Birthweight,Substance Use Status,Maternal Substance User,1022
2011,Non-Medi-Cal,Normal Birthweight,Substance Use Status,Maternal Non-Substance User,208098
2011,Non-Medi-Cal,Normal Birthweight,Substance Use Status,Unknown Substance Use Status,19703
2011,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,Diabetes Diagnosis,0
2011,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,No Diabetes Diagnosis,23
2011,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,Unknown Diabetes Status,23
2011,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,Hypertension Diagnosis,2
2011,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,No Hypertension Diagnosis,21
2011,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,Unknown Hypertension Status,23
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 17 and Younger,1
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 18-19,5
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 20-24,8
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 25-29,13
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 30-34,9
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 35 and Older,10
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Invalid Age,0
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Less Than High School,8
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,High School Graduate,12
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Some College or Associate's Degree,10
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Bachelor's Degree or Higher,8
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Unknown Education,8
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,Foreign-Born,14
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,U.S.-Born,29
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,Unknown Nativity,3
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,African-American,3
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,1
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Asian,5
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,0
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hispanic,18
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,3
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,3
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,White,13
2011,Non-Medi-Cal,Unknown Birthweight,Parity Status,First-Born,21
2011,Non-Medi-Cal,Unknown Birthweight,Parity Status,One Previous Birth,13
2011,Non-Medi-Cal,Unknown Birthweight,Parity Status,Two or More Previous Births,12
2011,Non-Medi-Cal,Unknown Birthweight,Parity Status,Unknown Parity,0
2011,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Underweight,1
2011,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Normal Weight,6
2011,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,9
2011,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Unknown Weight,30
2011,Non-Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Multiple Birth,16
2011,Non-Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Singleton Birth,30
2011,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Smoker,0
2011,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Non-Smoker,22
2011,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Unknown Smoking Status,24
2011,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Substance User,0
2011,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Non-Substance User,23
2011,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Unknown Substance Use Status,23
2012,Medi-Cal,Low Birthweight,Diabetes Status,Diabetes Diagnosis,1730
2012,Medi-Cal,Low Birthweight,Diabetes Status,No Diabetes Diagnosis,14225
2012,Medi-Cal,Low Birthweight,Diabetes Status,Unknown Diabetes Status,97
2012,Medi-Cal,Low Birthweight,Hypertension Status,Hypertension Diagnosis,3769
2012,Medi-Cal,Low Birthweight,Hypertension Status,No Hypertension Diagnosis,12186
2012,Medi-Cal,Low Birthweight,Hypertension Status,Unknown Hypertension Status,97
2012,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 17 and Younger,627
2012,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 18-19,1364
2012,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 20-24,4637
2012,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 25-29,4169
2012,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 30-34,2965
2012,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 35 and Older,2290
2012,Medi-Cal,Low Birthweight,Maternal Age Group,Invalid Age,0
2012,Medi-Cal,Low Birthweight,Maternal Education Status,Less Than High School,4922
2012,Medi-Cal,Low Birthweight,Maternal Education Status,High School Graduate,5347
2012,Medi-Cal,Low Birthweight,Maternal Education Status,Some College or Associate's Degree,4213
2012,Medi-Cal,Low Birthweight,Maternal Education Status,Bachelor's Degree or Higher,801
2012,Medi-Cal,Low Birthweight,Maternal Education Status,Unknown Education,769
2012,Medi-Cal,Low Birthweight,Maternal Nativity,Foreign-Born,5872
2012,Medi-Cal,Low Birthweight,Maternal Nativity,U.S.-Born,10166
2012,Medi-Cal,Low Birthweight,Maternal Nativity,Unknown Nativity,14
2012,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,African-American,2292
2012,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,79
2012,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Asian,1170
2012,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,69
2012,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Hispanic,9502
2012,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,341
2012,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,380
2012,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,White,2219
2012,Medi-Cal,Low Birthweight,Parity Status,First-Born,5897
2012,Medi-Cal,Low Birthweight,Parity Status,One Previous Birth,4191
2012,Medi-Cal,Low Birthweight,Parity Status,Two or More Previous Births,5934
2012,Medi-Cal,Low Birthweight,Parity Status,Unknown Parity,30
2012,Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Underweight,846
2012,Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Normal Weight,6398
2012,Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,7738
2012,Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Unknown Weight,1070
2012,Medi-Cal,Low Birthweight,Single/Multiple Birth,Multiple Birth,2852
2012,Medi-Cal,Low Birthweight,Single/Multiple Birth,Singleton Birth,13200
2012,Medi-Cal,Low Birthweight,Smoking Status,Maternal Smoker,834
2012,Medi-Cal,Low Birthweight,Smoking Status,Maternal Non-Smoker,14864
2012,Medi-Cal,Low Birthweight,Smoking Status,Unknown Smoking Status,354
2012,Medi-Cal,Low Birthweight,Substance Use Status,Maternal Substance User,823
2012,Medi-Cal,Low Birthweight,Substance Use Status,Maternal Non-Substance User,15132
2012,Medi-Cal,Low Birthweight,Substance Use Status,Unknown Substance Use Status,97
2012,Medi-Cal,Normal Birthweight,Diabetes Status,Diabetes Diagnosis,21611
2012,Medi-Cal,Normal Birthweight,Diabetes Status,No Diabetes Diagnosis,210468
2012,Medi-Cal,Normal Birthweight,Diabetes Status,Unknown Diabetes Status,646
2012,Medi-Cal,Normal Birthweight,Hypertension Status,Hypertension Diagnosis,15251
2012,Medi-Cal,Normal Birthweight,Hypertension Status,No Hypertension Diagnosis,216828
2012,Medi-Cal,Normal Birthweight,Hypertension Status,Unknown Hypertension Status,646
2012,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 17 and Younger,7691
2012,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 18-19,19218
2012,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 20-24,71048
2012,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 25-29,64430
2012,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 30-34,43232
2012,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 35 and Older,27106
2012,Medi-Cal,Normal Birthweight,Maternal Age Group,Invalid Age,0
2012,Medi-Cal,Normal Birthweight,Maternal Education Status,Less Than High School,77055
2012,Medi-Cal,Normal Birthweight,Maternal Education Status,High School Graduate,78210
2012,Medi-Cal,Normal Birthweight,Maternal Education Status,Some College or Associate's Degree,56300
2012,Medi-Cal,Normal Birthweight,Maternal Education Status,Bachelor's Degree or Higher,11868
2012,Medi-Cal,Normal Birthweight,Maternal Education Status,Unknown Education,9292
2012,Medi-Cal,Normal Birthweight,Maternal Nativity,Foreign-Born,101528
2012,Medi-Cal,Normal Birthweight,Maternal Nativity,U.S.-Born,131118
2012,Medi-Cal,Normal Birthweight,Maternal Nativity,Unknown Nativity,79
2012,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,African-American,16281
2012,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,998
2012,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Asian,14564
2012,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,1050
2012,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Hispanic,157408
2012,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,3508
2012,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,4408
2012,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,White,34508
2012,Medi-Cal,Normal Birthweight,Parity Status,First-Born,80368
2012,Medi-Cal,Normal Birthweight,Parity Status,One Previous Birth,67617
2012,Medi-Cal,Normal Birthweight,Parity Status,Two or More Previous Births,84568
2012,Medi-Cal,Normal Birthweight,Parity Status,Unknown Parity,172
2012,Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Underweight,8023
2012,Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Normal Weight,91491
2012,Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,121252
2012,Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Unknown Weight,11959
2012,Medi-Cal,Normal Birthweight,Single/Multiple Birth,Multiple Birth,2409
2012,Medi-Cal,Normal Birthweight,Single/Multiple Birth,Singleton Birth,230316
2012,Medi-Cal,Normal Birthweight,Smoking Status,Maternal Smoker,6905
2012,Medi-Cal,Normal Birthweight,Smoking Status,Maternal Non-Smoker,222340
2012,Medi-Cal,Normal Birthweight,Smoking Status,Unknown Smoking Status,3480
2012,Medi-Cal,Normal Birthweight,Substance Use Status,Maternal Substance User,4693
2012,Medi-Cal,Normal Birthweight,Substance Use Status,Maternal Non-Substance User,227386
2012,Medi-Cal,Normal Birthweight,Substance Use Status,Unknown Substance Use Status,646
2012,Medi-Cal,Unknown Birthweight,Diabetes Status,Diabetes Diagnosis,3
2012,Medi-Cal,Unknown Birthweight,Diabetes Status,No Diabetes Diagnosis,29
2012,Medi-Cal,Unknown Birthweight,Diabetes Status,Unknown Diabetes Status,2
2012,Medi-Cal,Unknown Birthweight,Hypertension Status,Hypertension Diagnosis,2
2012,Medi-Cal,Unknown Birthweight,Hypertension Status,No Hypertension Diagnosis,30
2012,Medi-Cal,Unknown Birthweight,Hypertension Status,Unknown Hypertension Status,2
2012,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 17 and Younger,0
2012,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 18-19,5
2012,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 20-24,7
2012,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 25-29,8
2012,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 30-34,9
2012,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 35 and Older,5
2012,Medi-Cal,Unknown Birthweight,Maternal Age Group,Invalid Age,0
2012,Medi-Cal,Unknown Birthweight,Maternal Education Status,Less Than High School,14
2012,Medi-Cal,Unknown Birthweight,Maternal Education Status,High School Graduate,7
2012,Medi-Cal,Unknown Birthweight,Maternal Education Status,Some College or Associate's Degree,7
2012,Medi-Cal,Unknown Birthweight,Maternal Education Status,Bachelor's Degree or Higher,0
2012,Medi-Cal,Unknown Birthweight,Maternal Education Status,Unknown Education,6
2012,Medi-Cal,Unknown Birthweight,Maternal Nativity,Foreign-Born,14
2012,Medi-Cal,Unknown Birthweight,Maternal Nativity,U.S.-Born,20
2012,Medi-Cal,Unknown Birthweight,Maternal Nativity,Unknown Nativity,0
2012,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,African-American,6
2012,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,0
2012,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Asian,1
2012,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,0
2012,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hispanic,21
2012,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,2
2012,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,1
2012,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,White,3
2012,Medi-Cal,Unknown Birthweight,Parity Status,First-Born,12
2012,Medi-Cal,Unknown Birthweight,Parity Status,One Previous Birth,10
2012,Medi-Cal,Unknown Birthweight,Parity Status,Two or More Previous Births,11
2012,Medi-Cal,Unknown Birthweight,Parity Status,Unknown Parity,1
2012,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Underweight,0
2012,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Normal Weight,14
2012,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,10
2012,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Unknown Weight,10
2012,Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Multiple Birth,10
2012,Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Singleton Birth,24
2012,Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Smoker,0
2012,Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Non-Smoker,29
2012,Medi-Cal,Unknown Birthweight,Smoking Status,Unknown Smoking Status,5
2012,Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Substance User,3
2012,Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Non-Substance User,29
2012,Medi-Cal,Unknown Birthweight,Substance Use Status,Unknown Substance Use Status,2
2012,Non-Medi-Cal,Low Birthweight,Diabetes Status,Diabetes Diagnosis,2591
2012,Non-Medi-Cal,Low Birthweight,Diabetes Status,No Diabetes Diagnosis,13277
