Calendar Year,Aid Category,Grouper ,Birth Characteristic,Number of Births 
2011,Adoption/Foster Care,Method of Delivery,Cesarean-Repeat,13
2011,Adoption/Foster Care,Method of Delivery,Vaginal,459
2011,Adoption/Foster Care,Method of Delivery,Vaginal After Previous Cesarean,0
2011,Adoption/Foster Care,Prenatal Care Initiation,First Trimester Initiation,392
2011,Adoption/Foster Care,Prenatal Care Initiation,No Prenatal Care,6
2011,Adoption/Foster Care,Prenatal Care Initiation,Second Trimester Initiation,142
2011,Adoption/Foster Care,Prenatal Care Initiation,Third Trimester Initiation,35
2011,Adoption/Foster Care,Prenatal Care Initiation,Unknown Prenatal Care,15
2011,Adoption/Foster Care,Pre-Pregnancy Weight,Normal Weight,303
2011,Adoption/Foster Care,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,227
2011,Adoption/Foster Care,Pre-Pregnancy Weight,Underweight,28
2011,Adoption/Foster Care,Pre-Pregnancy Weight,Unknown Weight,32
2011,Adoption/Foster Care,Smoking Status,Maternal Non-Smoker,552
2011,Adoption/Foster Care,Smoking Status,Maternal Smoker,28
2011,Adoption/Foster Care,Smoking Status,Unknown Smoking Status,10
2011,Adoption/Foster Care,Substance Use Status,Maternal Non-Substance User,566
2011,Adoption/Foster Care,Substance Use Status,Maternal Substance User,24
2011,Adoption/Foster Care,Substance Use Status,Unknown Substance Use Status,0
2011,Adoption/Foster Care,Very Low Birthweight Status,"Birthweight >=1,500g",583
2011,Adoption/Foster Care,Very Low Birthweight Status,Unknown Birthweight,0
2011,Adoption/Foster Care,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",7
2011,Adoption/Foster Care,Very Preterm Status,Gestation >=32 Weeks,545
2011,Adoption/Foster Care,Very Preterm Status,Unknown Gestation,31
2011,Adoption/Foster Care,Very Preterm Status,Very Preterm Delivery (<32 Weeks),14
2011,Blind/Disabled,Birthweight Range,Low Birthweight,536
2011,Blind/Disabled,Birthweight Range,Normal Birthweight,3587
2011,Blind/Disabled,Birthweight Range,Unknown Birthweight,0
2011,Blind/Disabled,Diabetes Status,Diabetes Diagnosis,434
2011,Blind/Disabled,Diabetes Status,No Diabetes Diagnosis,3681
2011,Blind/Disabled,Diabetes Status,Unknown Diabetes Status,8
2011,Blind/Disabled,Hypertension Status,Hypertension Diagnosis,531
2011,Blind/Disabled,Hypertension Status,No Hypertension Diagnosis,3584
2011,Blind/Disabled,Hypertension Status,Unknown Hypertension Status,8
2011,Blind/Disabled,Length of Gestation,Normal Gestation (>=37 Weeks),3260
2011,Blind/Disabled,Length of Gestation,Preterm Delivery (<37 Weeks),628
2011,Blind/Disabled,Length of Gestation,Unknown Gestation,235
2011,Blind/Disabled,Method of Delivery,Cesarean-Primary,928
2011,Blind/Disabled,Method of Delivery,Cesarean-Repeat,836
2011,Blind/Disabled,Method of Delivery,Vaginal,2324
2011,Blind/Disabled,Method of Delivery,Vaginal After Previous Cesarean,35
2011,Blind/Disabled,Prenatal Care Initiation,First Trimester Initiation,2934
2011,Blind/Disabled,Prenatal Care Initiation,No Prenatal Care,80
2011,Blind/Disabled,Prenatal Care Initiation,Second Trimester Initiation,734
2011,Blind/Disabled,Prenatal Care Initiation,Third Trimester Initiation,209
2011,Blind/Disabled,Prenatal Care Initiation,Unknown Prenatal Care,166
2011,Blind/Disabled,Pre-Pregnancy Weight,Normal Weight,1408
2011,Blind/Disabled,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,2140
2011,Blind/Disabled,Pre-Pregnancy Weight,Underweight,153
2011,Blind/Disabled,Pre-Pregnancy Weight,Unknown Weight,422
2011,Blind/Disabled,Smoking Status,Maternal Non-Smoker,3526
2011,Blind/Disabled,Smoking Status,Maternal Smoker,502
2011,Blind/Disabled,Smoking Status,Unknown Smoking Status,95
2011,Blind/Disabled,Substance Use Status,Maternal Non-Substance User,3767
2011,Blind/Disabled,Substance Use Status,Maternal Substance User,348
2011,Blind/Disabled,Substance Use Status,Unknown Substance Use Status,8
2011,Blind/Disabled,Very Low Birthweight Status,"Birthweight >=1,500g",4040
2011,Blind/Disabled,Very Low Birthweight Status,Unknown Birthweight,0
2011,Blind/Disabled,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",83
2011,Blind/Disabled,Very Preterm Status,Gestation >=32 Weeks,3798
2011,Blind/Disabled,Very Preterm Status,Unknown Gestation,235
2011,Blind/Disabled,Very Preterm Status,Very Preterm Delivery (<32 Weeks),90
2011,Families,Birthweight Range,Low Birthweight,9170
2011,Families,Birthweight Range,Normal Birthweight,117520
2011,Families,Birthweight Range,Unknown Birthweight,10
2011,Families,Diabetes Status,Diabetes Diagnosis,9080
2011,Families,Diabetes Status,No Diabetes Diagnosis,117024
2011,Families,Diabetes Status,Unknown Diabetes Status,596
2011,Families,Hypertension Status,Hypertension Diagnosis,9979
2011,Families,Hypertension Status,No Hypertension Diagnosis,116125
2011,Families,Hypertension Status,Unknown Hypertension Status,596
2011,Families,Length of Gestation,Normal Gestation (>=37 Weeks),108736
2011,Families,Length of Gestation,Preterm Delivery (<37 Weeks),13421
2011,Families,Length of Gestation,Unknown Gestation,4543
2011,Families,Method of Delivery,Cesarean-Primary,21054
2011,Families,Method of Delivery,Cesarean-Repeat,20038
2011,Families,Method of Delivery,Vaginal,84873
2011,Families,Method of Delivery,Vaginal After Previous Cesarean,735
2011,Families,Prenatal Care Initiation,First Trimester Initiation,91762
2011,Families,Prenatal Care Initiation,No Prenatal Care,1069
2011,Families,Prenatal Care Initiation,Second Trimester Initiation,24613
2011,Families,Prenatal Care Initiation,Third Trimester Initiation,5600
2011,Families,Prenatal Care Initiation,Unknown Prenatal Care,3656
2011,Families,Pre-Pregnancy Weight,Normal Weight,49054
2011,Families,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,63134
2011,Families,Pre-Pregnancy Weight,Underweight,4865
2011,Families,Pre-Pregnancy Weight,Unknown Weight,9647
2011,Families,Smoking Status,Maternal Non-Smoker,117921
2011,Families,Smoking Status,Maternal Smoker,6551
2011,Families,Smoking Status,Unknown Smoking Status,2228
2011,Families,Substance Use Status,Maternal Non-Substance User,122278
2011,Families,Substance Use Status,Maternal Substance User,3826
2011,Families,Substance Use Status,Unknown Substance Use Status,596
2011,Families,Very Low Birthweight Status,"Birthweight >=1,500g",125131
2011,Families,Very Low Birthweight Status,Unknown Birthweight,10
2011,Families,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",1559
2011,Families,Very Preterm Status,Gestation >=32 Weeks,119969
2011,Families,Very Preterm Status,Unknown Gestation,4543
2011,Families,Very Preterm Status,Very Preterm Delivery (<32 Weeks),2188
2011,Medically Indigent Child & Minor Consent,Birthweight Range,Low Birthweight,307
2011,Medically Indigent Child & Minor Consent,Birthweight Range,Normal Birthweight,4386
2011,Medically Indigent Child & Minor Consent,Birthweight Range,Unknown Birthweight,2
2011,Medically Indigent Child & Minor Consent,Diabetes Status,Diabetes Diagnosis,102
2011,Medically Indigent Child & Minor Consent,Diabetes Status,No Diabetes Diagnosis,4589
2011,Medically Indigent Child & Minor Consent,Diabetes Status,Unknown Diabetes Status,4
2011,Medically Indigent Child & Minor Consent,Hypertension Status,Hypertension Diagnosis,379
2011,Medically Indigent Child & Minor Consent,Hypertension Status,No Hypertension Diagnosis,4312
2011,Medically Indigent Child & Minor Consent,Hypertension Status,Unknown Hypertension Status,4
2011,Medically Indigent Child & Minor Consent,Length of Gestation,Normal Gestation (>=37 Weeks),4070
2011,Medically Indigent Child & Minor Consent,Length of Gestation,Preterm Delivery (<37 Weeks),484
2011,Medically Indigent Child & Minor Consent,Length of Gestation,Unknown Gestation,141
2011,Medically Indigent Child & Minor Consent,Method of Delivery,Cesarean-Primary,897
2011,Medically Indigent Child & Minor Consent,Method of Delivery,Cesarean-Repeat,64
2011,Medically Indigent Child & Minor Consent,Method of Delivery,Vaginal,3732
2011,Medically Indigent Child & Minor Consent,Method of Delivery,Vaginal After Previous Cesarean,2
2011,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,First Trimester Initiation,3221
2011,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,No Prenatal Care,19
2011,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,Second Trimester Initiation,1102
2011,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,Third Trimester Initiation,253
2011,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,Unknown Prenatal Care,100
2011,Medically Indigent Child & Minor Consent,Pre-Pregnancy Weight,Normal Weight,2597
2011,Medically Indigent Child & Minor Consent,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,1574
2011,Medically Indigent Child & Minor Consent,Pre-Pregnancy Weight,Underweight,312
2011,Medically Indigent Child & Minor Consent,Pre-Pregnancy Weight,Unknown Weight,212
2011,Medically Indigent Child & Minor Consent,Smoking Status,Maternal Non-Smoker,4594
2011,Medically Indigent Child & Minor Consent,Smoking Status,Maternal Smoker,72
2011,Medically Indigent Child & Minor Consent,Smoking Status,Unknown Smoking Status,29
2011,Medically Indigent Child & Minor Consent,Substance Use Status,Maternal Non-Substance User,4640
2011,Medically Indigent Child & Minor Consent,Substance Use Status,Maternal Substance User,51
2011,Medically Indigent Child & Minor Consent,Substance Use Status,Unknown Substance Use Status,4
2011,Medically Indigent Child & Minor Consent,Very Low Birthweight Status,"Birthweight >=1,500g",4643
2011,Medically Indigent Child & Minor Consent,Very Low Birthweight Status,Unknown Birthweight,2
2011,Medically Indigent Child & Minor Consent,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",50
2011,Medically Indigent Child & Minor Consent,Very Preterm Status,Gestation >=32 Weeks,4481
2011,Medically Indigent Child & Minor Consent,Very Preterm Status,Unknown Gestation,141
2011,Medically Indigent Child & Minor Consent,Very Preterm Status,Very Preterm Delivery (<32 Weeks),73
2011,Other,Birthweight Range,Low Birthweight,129
2011,Other,Birthweight Range,Normal Birthweight,1745
2011,Other,Birthweight Range,Unknown Birthweight,0
2011,Other,Diabetes Status,Diabetes Diagnosis,162
2011,Other,Diabetes Status,No Diabetes Diagnosis,1711
2011,Other,Diabetes Status,Unknown Diabetes Status,1
2011,Other,Hypertension Status,Hypertension Diagnosis,159
2011,Other,Hypertension Status,No Hypertension Diagnosis,1714
2011,Other,Hypertension Status,Unknown Hypertension Status,1
2011,Other,Length of Gestation,Normal Gestation (>=37 Weeks),1637
2011,Other,Length of Gestation,Preterm Delivery (<37 Weeks),189
2011,Other,Length of Gestation,Unknown Gestation,48
2011,Other,Method of Delivery,Cesarean-Primary,345
2011,Other,Method of Delivery,Cesarean-Repeat,204
2011,Other,Method of Delivery,Vaginal,1319
2011,Other,Method of Delivery,Vaginal After Previous Cesarean,6
2011,Other,Prenatal Care Initiation,First Trimester Initiation,1395
2011,Other,Prenatal Care Initiation,No Prenatal Care,16
2011,Other,Prenatal Care Initiation,Second Trimester Initiation,348
2011,Other,Prenatal Care Initiation,Third Trimester Initiation,91
2011,Other,Prenatal Care Initiation,Unknown Prenatal Care,24
2011,Other,Pre-Pregnancy Weight,Normal Weight,830
2011,Other,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,881
2011,Other,Pre-Pregnancy Weight,Underweight,65
2011,Other,Pre-Pregnancy Weight,Unknown Weight,98
2011,Other,Smoking Status,Maternal Non-Smoker,1808
2011,Other,Smoking Status,Maternal Smoker,48
2011,Other,Smoking Status,Unknown Smoking Status,18
2011,Other,Substance Use Status,Maternal Non-Substance User,1837
2011,Other,Substance Use Status,Maternal Substance User,36
2011,Other,Substance Use Status,Unknown Substance Use Status,1
2011,Other,Very Low Birthweight Status,"Birthweight >=1,500g",1848
2011,Other,Very Low Birthweight Status,Unknown Birthweight,0
2011,Other,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",26
2011,Other,Very Preterm Status,Gestation >=32 Weeks,1793
2011,Other,Very Preterm Status,Unknown Gestation,48
2011,Other,Very Preterm Status,Very Preterm Delivery (<32 Weeks),33
2011,Pregnancy Pathway (Not Undocumented),Birthweight Range,Low Birthweight,2373
2011,Pregnancy Pathway (Not Undocumented),Birthweight Range,Normal Birthweight,36668
2011,Pregnancy Pathway (Not Undocumented),Birthweight Range,Unknown Birthweight,2
2011,Pregnancy Pathway (Not Undocumented),Diabetes Status,Diabetes Diagnosis,3516
2011,Pregnancy Pathway (Not Undocumented),Diabetes Status,No Diabetes Diagnosis,35526
2011,Pregnancy Pathway (Not Undocumented),Diabetes Status,Unknown Diabetes Status,1
2011,Pregnancy Pathway (Not Undocumented),Hypertension Status,Hypertension Diagnosis,3060
2011,Pregnancy Pathway (Not Undocumented),Hypertension Status,No Hypertension Diagnosis,35982
2011,Pregnancy Pathway (Not Undocumented),Hypertension Status,Unknown Hypertension Status,1
2011,Pregnancy Pathway (Not Undocumented),Length of Gestation,Normal Gestation (>=37 Weeks),34702
2011,Pregnancy Pathway (Not Undocumented),Length of Gestation,Preterm Delivery (<37 Weeks),3386
2011,Pregnancy Pathway (Not Undocumented),Length of Gestation,Unknown Gestation,955
2011,Pregnancy Pathway (Not Undocumented),Method of Delivery,Cesarean-Primary,7488
2011,Pregnancy Pathway (Not Undocumented),Method of Delivery,Cesarean-Repeat,5043
2011,Pregnancy Pathway (Not Undocumented),Method of Delivery,Vaginal,26269
2011,Pregnancy Pathway (Not Undocumented),Method of Delivery,Vaginal After Previous Cesarean,243
2011,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,First Trimester Initiation,30781
2011,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,No Prenatal Care,102
2011,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,Second Trimester Initiation,6317
2011,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,Third Trimester Initiation,1167
2011,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,Unknown Prenatal Care,676
2011,Pregnancy Pathway (Not Undocumented),Pre-Pregnancy Weight,Normal Weight,16672
2011,Pregnancy Pathway (Not Undocumented),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,18685
2011,Pregnancy Pathway (Not Undocumented),Pre-Pregnancy Weight,Underweight,1511
2011,Pregnancy Pathway (Not Undocumented),Pre-Pregnancy Weight,Unknown Weight,2175
2011,Pregnancy Pathway (Not Undocumented),Smoking Status,Maternal Non-Smoker,37982
2011,Pregnancy Pathway (Not Undocumented),Smoking Status,Maternal Smoker,793
2011,Pregnancy Pathway (Not Undocumented),Smoking Status,Unknown Smoking Status,268
2011,Pregnancy Pathway (Not Undocumented),Substance Use Status,Maternal Non-Substance User,38678
2011,Pregnancy Pathway (Not Undocumented),Substance Use Status,Maternal Substance User,364
2011,Pregnancy Pathway (Not Undocumented),Substance Use Status,Unknown Substance Use Status,1
2011,Pregnancy Pathway (Not Undocumented),Very Low Birthweight Status,"Birthweight >=1,500g",38599
2011,Pregnancy Pathway (Not Undocumented),Very Low Birthweight Status,Unknown Birthweight,2
2011,Pregnancy Pathway (Not Undocumented),Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",442
2011,Pregnancy Pathway (Not Undocumented),Very Preterm Status,Gestation >=32 Weeks,37563
2011,Pregnancy Pathway (Not Undocumented),Very Preterm Status,Unknown Gestation,955
2011,Pregnancy Pathway (Not Undocumented),Very Preterm Status,Very Preterm Delivery (<32 Weeks),525
2011,Undocumented,Birthweight Range,Low Birthweight,3987
2011,Undocumented,Birthweight Range,Normal Birthweight,69144
2011,Undocumented,Birthweight Range,Unknown Birthweight,2
2011,Undocumented,Diabetes Status,Diabetes Diagnosis,8299
2011,Undocumented,Diabetes Status,No Diabetes Diagnosis,64834
2011,Undocumented,Diabetes Status,Unknown Diabetes Status,0
2011,Undocumented,Hypertension Status,Hypertension Diagnosis,4358
2011,Undocumented,Hypertension Status,No Hypertension Diagnosis,68775
2011,Undocumented,Hypertension Status,Unknown Hypertension Status,0
2011,Undocumented,Length of Gestation,Normal Gestation (>=37 Weeks),64525
2011,Undocumented,Length of Gestation,Preterm Delivery (<37 Weeks),6770
2011,Undocumented,Length of Gestation,Unknown Gestation,1838
2011,Undocumented,Method of Delivery,Cesarean-Primary,10074
2011,Undocumented,Method of Delivery,Cesarean-Repeat,14324
2011,Undocumented,Method of Delivery,Vaginal,48109
2011,Undocumented,Method of Delivery,Vaginal After Previous Cesarean,626
2011,Undocumented,Prenatal Care Initiation,First Trimester Initiation,58556
