Calendar Year,Grouper,Birth Characteristic,Geographic Region, Number of Births , Annotation Code , Annotation Description 
2013,Aid Category,Families,Bay Area,13588,,
2013,Aid Category,Medically Indigent Child & Minor Consent,Bay Area,331,,
2013,Aid Category,Other,Bay Area,116,,
2013,Aid Category,Pregnancy Pathway (Not Undocumented),Bay Area,5168,,
2013,Aid Category,Undocumented,Bay Area,8744,,
2013,Maternal Age Group,Ages 17 and Younger,Bay Area,599,,
2013,Maternal Age Group,Ages 18-19,Bay Area,1700,,
2013,Maternal Age Group,Ages 20-24,Bay Area,7288,,
2013,Maternal Age Group,Ages 25-29,Bay Area,8401,,
2013,Maternal Age Group,Ages 30-34,Bay Area,6239,,
2013,Maternal Age Group,Ages 35 and Older,Bay Area,4287,,
2013,Maternal Race/Ethnicity,African-American,Bay Area,3145,,
2013,Maternal Race/Ethnicity,American Indian/Alaska Native,Bay Area,91,,
2013,Maternal Race/Ethnicity,Asian,Bay Area,3821,,
2013,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Bay Area,328,,
2013,Maternal Race/Ethnicity,Hispanic,Bay Area,16008,,
2013,Maternal Race/Ethnicity,Other/Unknown Race,Bay Area,571,,
2013,Maternal Race/Ethnicity,Two or More Race Categories,Bay Area,787,,
2013,Maternal Race/Ethnicity,White,Bay Area,3763,,
2013,Aid Category,Blind and Persons with Disabilities,Central Coast,124,,
2013,Aid Category,Families,Central Coast,5546,,
2013,Aid Category,Medically Indigent Child & Minor Consent,Central Coast,364,,
2013,Aid Category,Other,Central Coast,27,,
2013,Aid Category,Pregnancy Pathway (Not Undocumented),Central Coast,3044,,
2013,Aid Category,Undocumented,Central Coast,5884,,
2013,Maternal Age Group,Ages 17 and Younger,Central Coast,449,,
2013,Maternal Age Group,Ages 18-19,Central Coast,1144,,
2013,Maternal Age Group,Ages 20-24,Central Coast,4507,,
2013,Maternal Age Group,Ages 25-29,Central Coast,4139,,
2013,Maternal Age Group,Ages 30-34,Central Coast,2915,,
2013,Maternal Age Group,Ages 35 and Older,Central Coast,1835,,
2013,Maternal Race/Ethnicity,African-American,Central Coast,133,,
2013,Maternal Race/Ethnicity,American Indian/Alaska Native,Central Coast,24,,
2013,Maternal Race/Ethnicity,Asian,Central Coast,267,,
2013,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Central Coast,17,,
2013,Maternal Race/Ethnicity,Hispanic,Central Coast,12449,,
2013,Maternal Race/Ethnicity,Other/Unknown Race,Central Coast,54,,
2013,Maternal Race/Ethnicity,Two or More Race Categories,Central Coast,191,,
2013,Maternal Race/Ethnicity,White,Central Coast,1854,,
2013,Aid Category,Blind and Persons with Disabilities,Central Valley,788,,
2013,Aid Category,Families,Central Valley,27066,,
2013,Aid Category,Medically Indigent Child & Minor Consent,Central Valley,449,,
2013,Aid Category,Other,Central Valley,113,,
2013,Aid Category,Pregnancy Pathway (Not Undocumented),Central Valley,6065,,
2013,Aid Category,Undocumented,Central Valley,8406,,
2013,Maternal Age Group,Ages 17 and Younger,Central Valley,1624,,
2013,Maternal Age Group,Ages 18-19,Central Valley,3798,,
2013,Maternal Age Group,Ages 20-24,Central Valley,13975,,
2013,Maternal Age Group,Ages 25-29,Central Valley,11705,,
2013,Maternal Age Group,Ages 30-34,Central Valley,7471,,
2013,Maternal Age Group,Ages 35 and Older,Central Valley,4314,,
2013,Maternal Race/Ethnicity,African-American,Central Valley,2152,,
2013,Maternal Race/Ethnicity,American Indian/Alaska Native,Central Valley,219,,
2013,Maternal Race/Ethnicity,Asian,Central Valley,2706,,
2013,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Central Valley,91,,
2013,Maternal Race/Ethnicity,Hispanic,Central Valley,29949,,
2013,Maternal Race/Ethnicity,Other/Unknown Race,Central Valley,172,,
2013,Maternal Race/Ethnicity,Two or More Race Categories,Central Valley,769,,
2013,Maternal Race/Ethnicity,White,Central Valley,6829,,
2013,Aid Category,Blind and Persons with Disabilities,Far North,78,,
2013,Aid Category,Families,Far North,1096,,
2013,Aid Category,Medically Indigent Child & Minor Consent,Far North,,2,Cell suppressed for complementary cell
2013,Aid Category,Medically Indigent Child & Minor Consent,Far North,0,,
2013,Aid Category,Other,Far North,,1,Cell suppressed for small numbers
2013,Aid Category,Other,Far North,0,,
2013,Aid Category,Pregnancy Pathway (Not Undocumented),Far North,367,,
2013,Aid Category,Undocumented,Far North,47,,
2013,Maternal Age Group,Ages 17 and Younger,Far North,39,,
2013,Maternal Age Group,Ages 18-19,Far North,122,,
2013,Maternal Age Group,Ages 20-24,Far North,531,,
2013,Maternal Age Group,Ages 25-29,Far North,526,,
2013,Maternal Age Group,Ages 30-34,Far North,277,,
2013,Maternal Age Group,Ages 35 and Older,Far North,113,,
2013,Maternal Race/Ethnicity,African-American,Far North,24,,
2013,Maternal Race/Ethnicity,American Indian/Alaska Native,Far North,76,,
2013,Maternal Race/Ethnicity,Asian,Far North,41,,
2013,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Far North,,1,Cell suppressed for small numbers
2013,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Far North,0,,
2013,Maternal Race/Ethnicity,Hispanic,Far North,191,,
2013,Maternal Race/Ethnicity,Other/Unknown Race,Far North,,1,Cell suppressed for small numbers
2013,Maternal Race/Ethnicity,Other/Unknown Race,Far North,0,,
2013,Maternal Race/Ethnicity,Two or More Race Categories,Far North,70,,
2013,Maternal Race/Ethnicity,White,Far North,1193,,
2013,Aid Category,Blind and Persons with Disabilities,Invalid Code,0,,
2013,Aid Category,Families,Invalid Code,0,,
2013,Aid Category,Medically Indigent Child & Minor Consent,Invalid Code,0,,
2013,Aid Category,Other,Invalid Code,437,,
2013,Aid Category,Pregnancy Pathway (Not Undocumented),Invalid Code,0,,
2013,Aid Category,Undocumented,Invalid Code,0,,
2013,Maternal Age Group,Ages 17 and Younger,Invalid Code,1,,
2013,Maternal Age Group,Ages 18-19,Invalid Code,7,,
2013,Maternal Age Group,Ages 20-24,Invalid Code,65,,
2013,Maternal Age Group,Ages 25-29,Invalid Code,156,,
2013,Maternal Age Group,Ages 30-34,Invalid Code,131,,
2013,Maternal Age Group,Ages 35 and Older,Invalid Code,77,,
2013,Maternal Race/Ethnicity,African-American,Invalid Code,26,,
2013,Maternal Race/Ethnicity,American Indian/Alaska Native,Invalid Code,3,,
2013,Maternal Race/Ethnicity,Asian,Invalid Code,53,,
2013,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Invalid Code,3,,
2013,Maternal Race/Ethnicity,Hispanic,Invalid Code,227,,
2013,Maternal Race/Ethnicity,Other/Unknown Race,Invalid Code,6,,
2013,Maternal Race/Ethnicity,Two or More Race Categories,Invalid Code,13,,
2013,Maternal Race/Ethnicity,White,Invalid Code,106,,
2013,Aid Category,Blind and Persons with Disabilities,Los Angeles,989,,
2013,Aid Category,Families,Los Angeles,36119,,
2013,Aid Category,Medically Indigent Child & Minor Consent,Los Angeles,947,,
2013,Aid Category,Other,Los Angeles,234,,
2013,Aid Category,Pregnancy Pathway (Not Undocumented),Los Angeles,8973,,
2013,Aid Category,Undocumented,Los Angeles,21782,,
2013,Maternal Age Group,Ages 17 and Younger,Los Angeles,1994,,
2013,Maternal Age Group,Ages 18-19,Los Angeles,5156,,
2013,Maternal Age Group,Ages 20-24,Los Angeles,19817,,
2013,Maternal Age Group,Ages 25-29,Los Angeles,18833,,
2013,Maternal Age Group,Ages 30-34,Los Angeles,13751,,
2013,Maternal Age Group,Ages 35 and Older,Los Angeles,9493,,
2013,Maternal Race/Ethnicity,African-American,Los Angeles,6672,,
2013,Maternal Race/Ethnicity,American Indian/Alaska Native,Los Angeles,91,,
2013,Maternal Race/Ethnicity,Asian,Los Angeles,3530,,
2013,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Los Angeles,189,,
2013,Maternal Race/Ethnicity,Hispanic,Los Angeles,52443,,
2013,Maternal Race/Ethnicity,Other/Unknown Race,Los Angeles,643,,
2013,Maternal Race/Ethnicity,Two or More Race Categories,Los Angeles,786,,
2013,Maternal Race/Ethnicity,White,Los Angeles,4690,,
2013,Aid Category,Blind and Persons with Disabilities,North Coast,83,,
2013,Aid Category,Families,North Coast,1561,,
2013,Aid Category,Medically Indigent Child & Minor Consent,North Coast,,2,Cell suppressed for complementary cell
2013,Aid Category,Medically Indigent Child & Minor Consent,North Coast,0,,
2013,Aid Category,Other,North Coast,,1,Cell suppressed for small numbers
2013,Aid Category,Other,North Coast,0,,
2013,Aid Category,Pregnancy Pathway (Not Undocumented),North Coast,533,,
2013,Aid Category,Undocumented,North Coast,228,,
2013,Maternal Age Group,Ages 17 and Younger,North Coast,72,,
2013,Maternal Age Group,Ages 18-19,North Coast,195,,
2013,Maternal Age Group,Ages 20-24,North Coast,751,,
2013,Maternal Age Group,Ages 25-29,North Coast,735,,
2013,Maternal Age Group,Ages 30-34,North Coast,428,,
2013,Maternal Age Group,Ages 35 and Older,North Coast,264,,
2013,Maternal Race/Ethnicity,African-American,North Coast,27,,
2013,Maternal Race/Ethnicity,American Indian/Alaska Native,North Coast,202,,
2013,Maternal Race/Ethnicity,Asian,North Coast,68,,
2013,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,North Coast,,1,Cell suppressed for small numbers
2013,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,North Coast,0,,
2013,Maternal Race/Ethnicity,Hispanic,North Coast,687,,
2013,Maternal Race/Ethnicity,Other/Unknown Race,North Coast,,2,Cell suppressed for complementary cell
2013,Maternal Race/Ethnicity,Other/Unknown Race,North Coast,0,,
2013,Maternal Race/Ethnicity,Two or More Race Categories,North Coast,158,,
2013,Maternal Race/Ethnicity,White,North Coast,1273,,
2013,Aid Category,Blind and Persons with Disabilities,Sacramento Valley,502,,
2013,Aid Category,Families,Sacramento Valley,9660,,
2013,Aid Category,Medically Indigent Child & Minor Consent,Sacramento Valley,115,,
2013,Aid Category,Other,Sacramento Valley,53,,
2013,Aid Category,Pregnancy Pathway (Not Undocumented),Sacramento Valley,3054,,
2013,Aid Category,Undocumented,Sacramento Valley,1355,,
2013,Maternal Age Group,Ages 17 and Younger,Sacramento Valley,361,,
2013,Maternal Age Group,Ages 18-19,Sacramento Valley,1047,,
2013,Maternal Age Group,Ages 20-24,Sacramento Valley,4743,,
2013,Maternal Age Group,Ages 25-29,Sacramento Valley,4362,,
2013,Maternal Age Group,Ages 30-34,Sacramento Valley,2746,,
2013,Maternal Age Group,Ages 35 and Older,Sacramento Valley,1480,,
2013,Maternal Race/Ethnicity,African-American,Sacramento Valley,1641,,
2013,Maternal Race/Ethnicity,American Indian/Alaska Native,Sacramento Valley,143,,
2013,Maternal Race/Ethnicity,Asian,Sacramento Valley,1753,,
2013,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Sacramento Valley,169,,
2013,Maternal Race/Ethnicity,Hispanic,Sacramento Valley,5145,,
2013,Maternal Race/Ethnicity,Other/Unknown Race,Sacramento Valley,89,,
2013,Maternal Race/Ethnicity,Two or More Race Categories,Sacramento Valley,783,,
2013,Maternal Race/Ethnicity,White,Sacramento Valley,5016,,
2013,Aid Category,Blind and Persons with Disabilities,Sierra Range/Foothills,72,,
2013,Aid Category,Families,Sierra Range/Foothills,1677,,
2013,Aid Category,Medically Indigent Child & Minor Consent,Sierra Range/Foothills,55,,
2013,Aid Category,Other,Sierra Range/Foothills,17,,
2013,Aid Category,Pregnancy Pathway (Not Undocumented),Sierra Range/Foothills,887,,
2013,Aid Category,Undocumented,Sierra Range/Foothills,295,,
2013,Maternal Age Group,Ages 17 and Younger,Sierra Range/Foothills,67,,
2013,Maternal Age Group,Ages 18-19,Sierra Range/Foothills,211,,
2013,Maternal Age Group,Ages 20-24,Sierra Range/Foothills,959,,
2013,Maternal Age Group,Ages 25-29,Sierra Range/Foothills,869,,
2013,Maternal Age Group,Ages 30-34,Sierra Range/Foothills,601,,
2013,Maternal Age Group,Ages 35 and Older,Sierra Range/Foothills,296,,
2013,Maternal Race/Ethnicity,African-American,Sierra Range/Foothills,25,,
2013,Maternal Race/Ethnicity,American Indian/Alaska Native,Sierra Range/Foothills,57,,
2013,Maternal Race/Ethnicity,Asian,Sierra Range/Foothills,58,,
2013,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Sierra Range/Foothills,,2,Cell suppressed for complementary cell
2013,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Sierra Range/Foothills,0,,
2013,Maternal Race/Ethnicity,Hispanic,Sierra Range/Foothills,787,,
2013,Maternal Race/Ethnicity,Other/Unknown Race,Sierra Range/Foothills,,1,Cell suppressed for small numbers
2013,Maternal Race/Ethnicity,Other/Unknown Race,Sierra Range/Foothills,0,,
2013,Maternal Race/Ethnicity,Two or More Race Categories,Sierra Range/Foothills,130,,
2013,Maternal Race/Ethnicity,White,Sierra Range/Foothills,1925,,
2013,Aid Category,Blind and Persons with Disabilities,Southern California,788,,
2013,Aid Category,Families,Southern California,32817,,
2013,Aid Category,Medically Indigent Child & Minor Consent,Southern California,1195,,
2013,Aid Category,Other,Southern California,218,,
2013,Aid Category,Pregnancy Pathway (Not Undocumented),Southern California,15207,,
2013,Aid Category,Undocumented,Southern California,14770,,
2013,Maternal Age Group,Ages 17 and Younger,Southern California,1846,,
2013,Maternal Age Group,Ages 18-19,Southern California,5131,,
2013,Maternal Age Group,Ages 20-24,Southern California,19892,,
2013,Maternal Age Group,Ages 25-29,Southern California,17896,,
2013,Maternal Age Group,Ages 30-34,Southern California,12355,,
2013,Maternal Age Group,Ages 35 and Older,Southern California,7875,,
2013,Maternal Race/Ethnicity,African-American,Southern California,4011,,
2013,Maternal Race/Ethnicity,American Indian/Alaska Native,Southern California,180,,
2013,Maternal Race/Ethnicity,Asian,Southern California,2605,,
2013,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Southern California,284,,
2013,Maternal Race/Ethnicity,Hispanic,Southern California,45474,,
2013,Maternal Race/Ethnicity,Other/Unknown Race,Southern California,1420,,
2013,Maternal Race/Ethnicity,Two or More Race Categories,Southern California,1280,,
2013,Maternal Race/Ethnicity,White,Southern California,9741,,
2014,Aid Category,ACA Expansion Adult Age 19 to 64,Bay Area,796,,
2014,Aid Category,Blind and Persons with Disabilities,Bay Area,446,,
2014,Aid Category,Families,Bay Area,13866,,
2014,Aid Category,Medically Indigent Child & Minor Consent,Bay Area,167,,
2014,Aid Category,Other,Bay Area,630,,
2014,Aid Category,Pregnancy Pathway (Not Undocumented),Bay Area,4916,,
2014,Aid Category,Undocumented,Bay Area,8100,,
2014,Maternal Age Group,Ages 17 and Younger,Bay Area,549,,
2014,Maternal Age Group,Ages 18-19,Bay Area,1506,,
2014,Maternal Age Group,Ages 20-24,Bay Area,7014,,
2014,Maternal Age Group,Ages 25-29,Bay Area,8433,,
2014,Maternal Age Group,Ages 30-34,Bay Area,6822,,
2014,Maternal Age Group,Ages 35 and Older,Bay Area,4597,,
2014,Maternal Race/Ethnicity,African-American,Bay Area,2882,,
2014,Maternal Race/Ethnicity,American Indian/Alaska Native,Bay Area,91,,
2014,Maternal Race/Ethnicity,Asian,Bay Area,4063,,
2014,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Bay Area,385,,
2014,Maternal Race/Ethnicity,Hispanic,Bay Area,16108,,
2014,Maternal Race/Ethnicity,Other/Unknown Race,Bay Area,640,,
2014,Maternal Race/Ethnicity,Two or More Race Categories,Bay Area,895,,
2014,Maternal Race/Ethnicity,White,Bay Area,3857,,
2014,Aid Category,ACA Expansion Adult Age 19 to 64,Central Coast,323,,
2014,Aid Category,Blind and Persons with Disabilities,Central Coast,124,,
2014,Aid Category,Families,Central Coast,6000,,
2014,Aid Category,Medically Indigent Child & Minor Consent,Central Coast,203,,
2014,Aid Category,Other,Central Coast,281,,
2014,Aid Category,Pregnancy Pathway (Not Undocumented),Central Coast,2516,,
2014,Aid Category,Undocumented,Central Coast,5641,,
2014,Maternal Age Group,Ages 17 and Younger,Central Coast,384,,
2014,Maternal Age Group,Ages 18-19,Central Coast,992,,
2014,Maternal Age Group,Ages 20-24,Central Coast,4369,,
2014,Maternal Age Group,Ages 25-29,Central Coast,4288,,
2014,Maternal Age Group,Ages 30-34,Central Coast,3122,,
2014,Maternal Age Group,Ages 35 and Older,Central Coast,1933,,
2014,Maternal Race/Ethnicity,African-American,Central Coast,119,,
2014,Maternal Race/Ethnicity,American Indian/Alaska Native,Central Coast,18,,
2014,Maternal Race/Ethnicity,Asian,Central Coast,251,,
2014,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Central Coast,24,,
2014,Maternal Race/Ethnicity,Hispanic,Central Coast,12489,,
2014,Maternal Race/Ethnicity,Other/Unknown Race,Central Coast,63,,
2014,Maternal Race/Ethnicity,Two or More Race Categories,Central Coast,227,,
2014,Maternal Race/Ethnicity,White,Central Coast,1897,,
2014,Aid Category,ACA Expansion Adult Age 19 to 64,Central Valley,1356,,
2014,Aid Category,Blind and Persons with Disabilities,Central Valley,745,,
2014,Aid Category,Families,Central Valley,26957,,
2014,Aid Category,Medically Indigent Child & Minor Consent,Central Valley,290,,
2014,Aid Category,Other,Central Valley,949,,
2014,Aid Category,Pregnancy Pathway (Not Undocumented),Central Valley,5265,,
2014,Aid Category,Undocumented,Central Valley,8025,,
2014,Maternal Age Group,Ages 17 and Younger,Central Valley,1410,,
2014,Maternal Age Group,Ages 18-19,Central Valley,3411,,
2014,Maternal Age Group,Ages 20-24,Central Valley,13931,,
2014,Maternal Age Group,Ages 25-29,Central Valley,12363,,
2014,Maternal Age Group,Ages 30-34,Central Valley,7822,,
2014,Maternal Age Group,Ages 35 and Older,Central Valley,4650,,
2014,Maternal Race/Ethnicity,African-American,Central Valley,2309,,
2014,Maternal Race/Ethnicity,American Indian/Alaska Native,Central Valley,223,,
2014,Maternal Race/Ethnicity,Asian,Central Valley,2781,,
2014,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Central Valley,83,,
2014,Maternal Race/Ethnicity,Hispanic,Central Valley,30356,,
2014,Maternal Race/Ethnicity,Other/Unknown Race,Central Valley,168,,
2014,Maternal Race/Ethnicity,Two or More Race Categories,Central Valley,843,,
2014,Maternal Race/Ethnicity,White,Central Valley,6824,,
2014,Aid Category,ACA Expansion Adult Age 19 to 64,Far North,88,,
