Calendar Year,Payer,Very Preterm Status,Grouper,Birth Characteristic, Number of Births 
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,Diabetes Diagnosis,413
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,No Diabetes Diagnosis,3373
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,Unknown Diabetes Status,16
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,Hypertension Diagnosis,702
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,No Hypertension Diagnosis,3084
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,Unknown Hypertension Status,16
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 17 and Younger,184
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 18-19,335
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 20-24,1062
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 25-29,955
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 30-34,685
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 35 and Older,581
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Invalid Age,0
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Bachelor's Degree or Higher,162
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,High School Graduate,1262
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Less Than High School,1345
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Some College or Associate's Degree,887
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Unknown Education,146
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,Foreign-Born,1408
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,U.S.-Born,2391
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,Unknown Nativity,3
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,African-American,508
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,American Indian/Alaska Native,11
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Asian,184
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Hawaiian/Pacific Islander,26
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Hispanic,2398
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Other/Unknown Race,56
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Two or More Race Categories,87
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,White,532
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,First-Born,1380
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,One Previous Birth,925
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,Two or More Previous Births,1493
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,Unknown Parity,4
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Normal Weight,1269
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Obese/Extremely Obese,971
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Overweight,885
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Underweight,120
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Unknown Weight,557
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Single/Multiple Birth,Multiple Birth,583
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Single/Multiple Birth,Singleton Birth,3219
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Maternal Non-Smoker,3537
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Maternal Smoker,194
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Unknown Smoking Status,71
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Maternal Non-Substance User,3608
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Maternal Substance User,178
2011,Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Unknown Substance Use Status,16
2011,Non-Medi-Cal,Gestation >=32 Weeks,Diabetes Status,Diabetes Diagnosis,20862
2011,Non-Medi-Cal,Gestation >=32 Weeks,Diabetes Status,No Diabetes Diagnosis,195812
2011,Non-Medi-Cal,Gestation >=32 Weeks,Diabetes Status,Unknown Diabetes Status,20639
2011,Non-Medi-Cal,Gestation >=32 Weeks,Hypertension Status,Hypertension Diagnosis,15947
2011,Non-Medi-Cal,Gestation >=32 Weeks,Hypertension Status,No Hypertension Diagnosis,200727
2011,Non-Medi-Cal,Gestation >=32 Weeks,Hypertension Status,Unknown Hypertension Status,20639
2011,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 17 and Younger,2651
2011,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 18-19,4132
2011,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 20-24,24214
2011,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 25-29,62504
2011,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 30-34,82616
2011,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 35 and Older,61188
2011,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Invalid Age,8
2011,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Bachelor's Degree or Higher,111662
2011,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,High School Graduate,39133
2011,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Less Than High School,14631
2011,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Some College or Associate's Degree,62445
2011,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Unknown Education,9442
2011,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,Foreign-Born,82730
2011,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,U.S.-Born,154471
2011,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,Unknown Nativity,112
2011,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,African-American,7907
2011,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,American Indian/Alaska Native,613
2011,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Asian,45736
2011,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,901
2011,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Hispanic,74569
2011,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Other/Unknown Race,5843
2011,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Two or More Race Categories,5653
2011,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,White,96091
2011,Non-Medi-Cal,Gestation >=32 Weeks,Parity Status,First-Born,102044
2011,Non-Medi-Cal,Gestation >=32 Weeks,Parity Status,One Previous Birth,82205
2011,Non-Medi-Cal,Gestation >=32 Weeks,Parity Status,Two or More Previous Births,52958
2011,Non-Medi-Cal,Gestation >=32 Weeks,Parity Status,Unknown Parity,106
2011,Non-Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Normal Weight,113141
2011,Non-Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Obese/Extremely Obese,33133
2011,Non-Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Overweight,47773
2011,Non-Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Underweight,8286
2011,Non-Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Unknown Weight,34980
2011,Non-Medi-Cal,Gestation >=32 Weeks,Single/Multiple Birth,Multiple Birth,9016
2011,Non-Medi-Cal,Gestation >=32 Weeks,Single/Multiple Birth,Singleton Birth,228297
2011,Non-Medi-Cal,Gestation >=32 Weeks,Smoking Status,Maternal Non-Smoker,213375
2011,Non-Medi-Cal,Gestation >=32 Weeks,Smoking Status,Maternal Smoker,1817
2011,Non-Medi-Cal,Gestation >=32 Weeks,Smoking Status,Unknown Smoking Status,22121
2011,Non-Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Maternal Non-Substance User,215619
2011,Non-Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Maternal Substance User,1055
2011,Non-Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Unknown Substance Use Status,20639
2011,Non-Medi-Cal,Unknown Gestation,Diabetes Status,Diabetes Diagnosis,527
2011,Non-Medi-Cal,Unknown Gestation,Diabetes Status,No Diabetes Diagnosis,4106
2011,Non-Medi-Cal,Unknown Gestation,Diabetes Status,Unknown Diabetes Status,565
2011,Non-Medi-Cal,Unknown Gestation,Hypertension Status,Hypertension Diagnosis,398
2011,Non-Medi-Cal,Unknown Gestation,Hypertension Status,No Hypertension Diagnosis,4235
2011,Non-Medi-Cal,Unknown Gestation,Hypertension Status,Unknown Hypertension Status,565
2011,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 17 and Younger,137
2011,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 18-19,156
2011,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 20-24,681
2011,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 25-29,1384
2011,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 30-34,1547
2011,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 35 and Older,1286
2011,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Invalid Age,7
2011,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Bachelor's Degree or Higher,1799
2011,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,High School Graduate,1048
2011,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Less Than High School,527
2011,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Some College or Associate's Degree,1461
2011,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Unknown Education,363
2011,Non-Medi-Cal,Unknown Gestation,Maternal Nativity,Foreign-Born,1649
2011,Non-Medi-Cal,Unknown Gestation,Maternal Nativity,U.S.-Born,3529
2011,Non-Medi-Cal,Unknown Gestation,Maternal Nativity,Unknown Nativity,20
2011,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,African-American,272
2011,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,American Indian/Alaska Native,29
2011,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Asian,744
2011,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,19
2011,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hispanic,2031
2011,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Other/Unknown Race,190
2011,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Two or More Race Categories,110
2011,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,White,1803
2011,Non-Medi-Cal,Unknown Gestation,Parity Status,First-Born,1839
2011,Non-Medi-Cal,Unknown Gestation,Parity Status,One Previous Birth,1812
2011,Non-Medi-Cal,Unknown Gestation,Parity Status,Two or More Previous Births,1484
2011,Non-Medi-Cal,Unknown Gestation,Parity Status,Unknown Parity,63
2011,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Normal Weight,1904
2011,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Obese/Extremely Obese,730
2011,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Overweight,907
2011,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Underweight,141
2011,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Unknown Weight,1516
2011,Non-Medi-Cal,Unknown Gestation,Single/Multiple Birth,Multiple Birth,255
2011,Non-Medi-Cal,Unknown Gestation,Single/Multiple Birth,Singleton Birth,4943
2011,Non-Medi-Cal,Unknown Gestation,Smoking Status,Maternal Non-Smoker,4481
2011,Non-Medi-Cal,Unknown Gestation,Smoking Status,Maternal Smoker,65
2011,Non-Medi-Cal,Unknown Gestation,Smoking Status,Unknown Smoking Status,652
2011,Non-Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Non-Substance User,4556
2011,Non-Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Substance User,77
2011,Non-Medi-Cal,Unknown Gestation,Substance Use Status,Unknown Substance Use Status,565
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,Diabetes Diagnosis,407
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,No Diabetes Diagnosis,2408
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,Unknown Diabetes Status,545
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,Hypertension Diagnosis,616
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,No Hypertension Diagnosis,2199
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,Unknown Hypertension Status,545
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 17 and Younger,65
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 18-19,94
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 20-24,381
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 25-29,710
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 30-34,1030
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 35 and Older,1076
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Invalid Age,4
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Bachelor's Degree or Higher,1239
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,High School Graduate,640
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Less Than High School,342
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Some College or Associate's Degree,883
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Unknown Education,256
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,Foreign-Born,1160
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,U.S.-Born,2194
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,Unknown Nativity,6
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,African-American,245
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,American Indian/Alaska Native,9
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Asian,534
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Hawaiian/Pacific Islander,16
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Hispanic,1214
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Other/Unknown Race,183
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Two or More Race Categories,90
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,White,1069
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,First-Born,1418
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,One Previous Birth,1029
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,Two or More Previous Births,908
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,Unknown Parity,5
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Normal Weight,1042
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Obese/Extremely Obese,485
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Overweight,585
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Underweight,79
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Unknown Weight,1169
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Single/Multiple Birth,Multiple Birth,1009
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Single/Multiple Birth,Singleton Birth,2351
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Maternal Non-Smoker,2748
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Maternal Smoker,44
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Unknown Smoking Status,568
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Maternal Non-Substance User,2763
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Maternal Substance User,52
2011,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Unknown Substance Use Status,545
2012,Medi-Cal,Gestation >=32 Weeks,Diabetes Status,Diabetes Diagnosis,22313
2012,Medi-Cal,Gestation >=32 Weeks,Diabetes Status,No Diabetes Diagnosis,214921
2012,Medi-Cal,Gestation >=32 Weeks,Diabetes Status,Unknown Diabetes Status,684
2012,Medi-Cal,Gestation >=32 Weeks,Hypertension Status,Hypertension Diagnosis,17721
2012,Medi-Cal,Gestation >=32 Weeks,Hypertension Status,No Hypertension Diagnosis,219513
2012,Medi-Cal,Gestation >=32 Weeks,Hypertension Status,Unknown Hypertension Status,684
2012,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 17 and Younger,7862
2012,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 18-19,19587
2012,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 20-24,72324
2012,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 25-29,65687
2012,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 30-34,44342
2012,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 35 and Older,28116
2012,Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Invalid Age,0
2012,Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Bachelor's Degree or Higher,12309
2012,Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,High School Graduate,79884
2012,Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Less Than High School,78419
2012,Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Some College or Associate's Degree,57898
2012,Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Unknown Education,9408
2012,Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,Foreign-Born,103601
2012,Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,U.S.-Born,134245
2012,Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,Unknown Nativity,72
2012,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,African-American,17384
2012,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,American Indian/Alaska Native,1031
2012,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Asian,15184
2012,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,1060
2012,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Hispanic,159946
2012,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Other/Unknown Race,3656
2012,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Two or More Race Categories,4527
2012,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,White,35130
2012,Medi-Cal,Gestation >=32 Weeks,Parity Status,First-Born,82837
2012,Medi-Cal,Gestation >=32 Weeks,Parity Status,One Previous Birth,68791
2012,Medi-Cal,Gestation >=32 Weeks,Parity Status,Two or More Previous Births,86167
2012,Medi-Cal,Gestation >=32 Weeks,Parity Status,Unknown Parity,123
2012,Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Normal Weight,94361
2012,Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,123777
2012,Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Underweight,8510
2012,Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Unknown Weight,11270
2012,Medi-Cal,Gestation >=32 Weeks,Single/Multiple Birth,Multiple Birth,4552
2012,Medi-Cal,Gestation >=32 Weeks,Single/Multiple Birth,Singleton Birth,233366
2012,Medi-Cal,Gestation >=32 Weeks,Smoking Status,Maternal Non-Smoker,227119
2012,Medi-Cal,Gestation >=32 Weeks,Smoking Status,Maternal Smoker,7240
2012,Medi-Cal,Gestation >=32 Weeks,Smoking Status,Unknown Smoking Status,3559
2012,Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Maternal Non-Substance User,232283
2012,Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Maternal Substance User,4951
2012,Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Unknown Substance Use Status,684
2012,Medi-Cal,Unknown Gestation,Diabetes Status,Diabetes Diagnosis,595
2012,Medi-Cal,Unknown Gestation,Diabetes Status,No Diabetes Diagnosis,6531
2012,Medi-Cal,Unknown Gestation,Diabetes Status,Unknown Diabetes Status,24
2012,Medi-Cal,Unknown Gestation,Hypertension Status,Hypertension Diagnosis,594
