Calendar Year,Payer,Maternal Race/Ethnicity,Grouper,Birth Characteristic, Number of Births 
2018,Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Substance User,174
2018,Medi-Cal,American Indian/Alaska Native,Substance Use Status,Unknown Substance Use Status,9
2018,Medi-Cal,Asian/Pacific Islander,Diabetes Status,Diabetes Diagnosis,2882
2018,Medi-Cal,Asian/Pacific Islander,Diabetes Status,No Diabetes Diagnosis,12996
2018,Medi-Cal,Asian/Pacific Islander,Diabetes Status,Unknown Diabetes Status,107
2018,Medi-Cal,Asian/Pacific Islander,Hypertension Status,Hypertension Diagnosis,1601
2018,Medi-Cal,Asian/Pacific Islander,Hypertension Status,No Hypertension Diagnosis,14277
2018,Medi-Cal,Asian/Pacific Islander,Hypertension Status,Unknown Hypertension Status,107
2018,Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Non-Smoker,15735
2018,Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Smoker,219
2018,Medi-Cal,Asian/Pacific Islander,Smoking Status,Unknown Smoking Status,31
2018,Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Non-Substance User,15649
2018,Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Substance User,229
2018,Medi-Cal,Asian/Pacific Islander,Substance Use Status,Unknown Substance Use Status,107
2018,Medi-Cal,Hispanic,Diabetes Status,Diabetes Diagnosis,18395
2018,Medi-Cal,Hispanic,Diabetes Status,No Diabetes Diagnosis,125475
2018,Medi-Cal,Hispanic,Diabetes Status,Unknown Diabetes Status,935
2018,Medi-Cal,Hispanic,Hypertension Status,Hypertension Diagnosis,16372
2018,Medi-Cal,Hispanic,Hypertension Status,No Hypertension Diagnosis,127498
2018,Medi-Cal,Hispanic,Hypertension Status,Unknown Hypertension Status,935
2018,Medi-Cal,Hispanic,Smoking Status,Maternal Non-Smoker,141934
2018,Medi-Cal,Hispanic,Smoking Status,Maternal Smoker,1509
2018,Medi-Cal,Hispanic,Smoking Status,Unknown Smoking Status,1362
2018,Medi-Cal,Hispanic,Substance Use Status,Maternal Non-Substance User,140384
2018,Medi-Cal,Hispanic,Substance Use Status,Maternal Substance User,3486
2018,Medi-Cal,Hispanic,Substance Use Status,Unknown Substance Use Status,935
2018,Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Diabetes Diagnosis,1116
2018,Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,No Diabetes Diagnosis,9001
2018,Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Unknown Diabetes Status,70
2018,Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Hypertension Diagnosis,1431
2018,Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,No Hypertension Diagnosis,8686
2018,Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Unknown Hypertension Status,70
2018,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Non-Smoker,9360
2018,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Smoker,700
2018,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Unknown Smoking Status,127
2018,Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Non-Substance User,9092
2018,Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Substance User,1025
2018,Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Unknown Substance Use Status,70
2018,Medi-Cal,White,Diabetes Status,Diabetes Diagnosis,3189
2018,Medi-Cal,White,Diabetes Status,No Diabetes Diagnosis,30577
2018,Medi-Cal,White,Diabetes Status,Unknown Diabetes Status,204
2018,Medi-Cal,White,Hypertension Status,Hypertension Diagnosis,4174
2018,Medi-Cal,White,Hypertension Status,No Hypertension Diagnosis,29592
2018,Medi-Cal,White,Hypertension Status,Unknown Hypertension Status,204
2018,Medi-Cal,White,Smoking Status,Maternal Non-Smoker,30349
2018,Medi-Cal,White,Smoking Status,Maternal Smoker,3489
2018,Medi-Cal,White,Smoking Status,Unknown Smoking Status,132
2018,Medi-Cal,White,Substance Use Status,Maternal Non-Substance User,30077
2018,Medi-Cal,White,Substance Use Status,Maternal Substance User,3689
2018,Medi-Cal,White,Substance Use Status,Unknown Substance Use Status,204
2018,Non-Medi-Cal,African-American,Diabetes Status,Diabetes Diagnosis,726
2018,Non-Medi-Cal,African-American,Diabetes Status,No Diabetes Diagnosis,5468
2018,Non-Medi-Cal,African-American,Diabetes Status,Unknown Diabetes Status,830
2018,Non-Medi-Cal,African-American,Hypertension Status,Hypertension Diagnosis,1219
2018,Non-Medi-Cal,African-American,Hypertension Status,No Hypertension Diagnosis,4975
2018,Non-Medi-Cal,African-American,Hypertension Status,Unknown Hypertension Status,830
2018,Non-Medi-Cal,African-American,Smoking Status,Maternal Non-Smoker,6910
2018,Non-Medi-Cal,African-American,Smoking Status,Maternal Smoker,66
2018,Non-Medi-Cal,African-American,Smoking Status,Unknown Smoking Status,48
2018,Non-Medi-Cal,African-American,Substance Use Status,Maternal Non-Substance User,6044
2018,Non-Medi-Cal,African-American,Substance Use Status,Maternal Substance User,150
2018,Non-Medi-Cal,African-American,Substance Use Status,Unknown Substance Use Status,830
2018,Non-Medi-Cal,American Indian/Alaska Native,Diabetes Status,Diabetes Diagnosis,66
2018,Non-Medi-Cal,American Indian/Alaska Native,Diabetes Status,No Diabetes Diagnosis,375
2018,Non-Medi-Cal,American Indian/Alaska Native,Diabetes Status,Unknown Diabetes Status,50
2018,Non-Medi-Cal,American Indian/Alaska Native,Hypertension Status,Hypertension Diagnosis,60
2018,Non-Medi-Cal,American Indian/Alaska Native,Hypertension Status,No Hypertension Diagnosis,381
2018,Non-Medi-Cal,American Indian/Alaska Native,Hypertension Status,Unknown Hypertension Status,50
2018,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Non-Smoker,469
2018,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Smoker,20
2018,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Unknown Smoking Status,2
2018,Non-Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Non-Substance User,411
2018,Non-Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Substance User,30
2018,Non-Medi-Cal,American Indian/Alaska Native,Substance Use Status,Unknown Substance Use Status,50
2018,Non-Medi-Cal,Asian/Pacific Islander,Diabetes Status,Diabetes Diagnosis,9956
2018,Non-Medi-Cal,Asian/Pacific Islander,Diabetes Status,No Diabetes Diagnosis,41806
2018,Non-Medi-Cal,Asian/Pacific Islander,Diabetes Status,Unknown Diabetes Status,1789
2018,Non-Medi-Cal,Asian/Pacific Islander,Hypertension Status,Hypertension Diagnosis,4905
2018,Non-Medi-Cal,Asian/Pacific Islander,Hypertension Status,No Hypertension Diagnosis,46857
2018,Non-Medi-Cal,Asian/Pacific Islander,Hypertension Status,Unknown Hypertension Status,1789
2018,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Non-Smoker,53325
2018,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Smoker,190
2018,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Unknown Smoking Status,36
2018,Non-Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Non-Substance User,51613
2018,Non-Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Substance User,149
2018,Non-Medi-Cal,Asian/Pacific Islander,Substance Use Status,Unknown Substance Use Status,1789
2018,Non-Medi-Cal,Hispanic,Diabetes Status,Diabetes Diagnosis,8795
2018,Non-Medi-Cal,Hispanic,Diabetes Status,No Diabetes Diagnosis,52390
2018,Non-Medi-Cal,Hispanic,Diabetes Status,Unknown Diabetes Status,3464
2018,Non-Medi-Cal,Hispanic,Hypertension Status,Hypertension Diagnosis,8145
2018,Non-Medi-Cal,Hispanic,Hypertension Status,No Hypertension Diagnosis,53040
2018,Non-Medi-Cal,Hispanic,Hypertension Status,Unknown Hypertension Status,3464
2018,Non-Medi-Cal,Hispanic,Smoking Status,Maternal Non-Smoker,64068
2018,Non-Medi-Cal,Hispanic,Smoking Status,Maternal Smoker,327
2018,Non-Medi-Cal,Hispanic,Smoking Status,Unknown Smoking Status,254
2018,Non-Medi-Cal,Hispanic,Substance Use Status,Maternal Non-Substance User,60596
2018,Non-Medi-Cal,Hispanic,Substance Use Status,Maternal Substance User,589
2018,Non-Medi-Cal,Hispanic,Substance Use Status,Unknown Substance Use Status,3464
2018,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Diabetes Diagnosis,2033
2018,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,No Diabetes Diagnosis,12909
2018,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Unknown Diabetes Status,1934
2018,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Hypertension Diagnosis,2146
2018,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,No Hypertension Diagnosis,12796
2018,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Unknown Hypertension Status,1934
2018,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Non-Smoker,16672
2018,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Smoker,139
2018,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Unknown Smoking Status,65
2018,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Non-Substance User,14679
2018,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Substance User,263
2018,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Unknown Substance Use Status,1934
2018,Non-Medi-Cal,White,Diabetes Status,Diabetes Diagnosis,7385
2018,Non-Medi-Cal,White,Diabetes Status,No Diabetes Diagnosis,73486
2018,Non-Medi-Cal,White,Diabetes Status,Unknown Diabetes Status,4054
2018,Non-Medi-Cal,White,Hypertension Status,Hypertension Diagnosis,10239
2018,Non-Medi-Cal,White,Hypertension Status,No Hypertension Diagnosis,70632
2018,Non-Medi-Cal,White,Hypertension Status,Unknown Hypertension Status,4054
2018,Non-Medi-Cal,White,Smoking Status,Maternal Non-Smoker,83852
2018,Non-Medi-Cal,White,Smoking Status,Maternal Smoker,1006
2018,Non-Medi-Cal,White,Smoking Status,Unknown Smoking Status,67
2018,Non-Medi-Cal,White,Substance Use Status,Maternal Non-Substance User,79936
2018,Non-Medi-Cal,White,Substance Use Status,Maternal Substance User,935
2018,Non-Medi-Cal,White,Substance Use Status,Unknown Substance Use Status,4054
2019,Medi-Cal,African-American,Diabetes Status,Diabetes Diagnosis,1289
2019,Medi-Cal,African-American,Diabetes Status,No Diabetes Diagnosis,13315
2019,Medi-Cal,African-American,Diabetes Status,Unknown Diabetes Status,81
2019,Medi-Cal,African-American,Hypertension Status,Hypertension Diagnosis,3009
2019,Medi-Cal,African-American,Hypertension Status,No Hypertension Diagnosis,11595
2019,Medi-Cal,African-American,Hypertension Status,Unknown Hypertension Status,81
2019,Medi-Cal,African-American,Smoking Status,Maternal Non-Smoker,13977
2019,Medi-Cal,African-American,Smoking Status,Maternal Smoker,552
2019,Medi-Cal,African-American,Smoking Status,Unknown Smoking Status,156
2019,Medi-Cal,African-American,Substance Use Status,Maternal Non-Substance User,13135
2019,Medi-Cal,African-American,Substance Use Status,Maternal Substance User,1469
2019,Medi-Cal,African-American,Substance Use Status,Unknown Substance Use Status,81
2019,Medi-Cal,American Indian/Alaska Native,Diabetes Status,Diabetes Diagnosis,115
2019,Medi-Cal,American Indian/Alaska Native,Diabetes Status,No Diabetes Diagnosis,820
2019,Medi-Cal,American Indian/Alaska Native,Diabetes Status,Unknown Diabetes Status,6
2019,Medi-Cal,American Indian/Alaska Native,Hypertension Status,Hypertension Diagnosis,139
2019,Medi-Cal,American Indian/Alaska Native,Hypertension Status,No Hypertension Diagnosis,796
2019,Medi-Cal,American Indian/Alaska Native,Hypertension Status,Unknown Hypertension Status,6
2019,Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Non-Smoker,814
2019,Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Smoker,108
2019,Medi-Cal,American Indian/Alaska Native,Smoking Status,Unknown Smoking Status,19
2019,Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Non-Substance User,782
2019,Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Substance User,153
2019,Medi-Cal,American Indian/Alaska Native,Substance Use Status,Unknown Substance Use Status,6
2019,Medi-Cal,Asian/Pacific Islander,Diabetes Status,Diabetes Diagnosis,2900
2019,Medi-Cal,Asian/Pacific Islander,Diabetes Status,No Diabetes Diagnosis,12009
2019,Medi-Cal,Asian/Pacific Islander,Diabetes Status,Unknown Diabetes Status,64
2019,Medi-Cal,Asian/Pacific Islander,Hypertension Status,Hypertension Diagnosis,1608
2019,Medi-Cal,Asian/Pacific Islander,Hypertension Status,No Hypertension Diagnosis,13301
2019,Medi-Cal,Asian/Pacific Islander,Hypertension Status,Unknown Hypertension Status,64
2019,Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Non-Smoker,14748
2019,Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Smoker,180
2019,Medi-Cal,Asian/Pacific Islander,Smoking Status,Unknown Smoking Status,45
2019,Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Non-Substance User,14673
2019,Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Substance User,236
2019,Medi-Cal,Asian/Pacific Islander,Substance Use Status,Unknown Substance Use Status,64
2019,Medi-Cal,Hispanic,Diabetes Status,Diabetes Diagnosis,17659
2019,Medi-Cal,Hispanic,Diabetes Status,No Diabetes Diagnosis,119513
2019,Medi-Cal,Hispanic,Diabetes Status,Unknown Diabetes Status,655
2019,Medi-Cal,Hispanic,Hypertension Status,Hypertension Diagnosis,17286
2019,Medi-Cal,Hispanic,Hypertension Status,No Hypertension Diagnosis,119886
2019,Medi-Cal,Hispanic,Hypertension Status,Unknown Hypertension Status,655
2019,Medi-Cal,Hispanic,Smoking Status,Maternal Non-Smoker,136018
2019,Medi-Cal,Hispanic,Smoking Status,Maternal Smoker,1225
2019,Medi-Cal,Hispanic,Smoking Status,Unknown Smoking Status,584
2019,Medi-Cal,Hispanic,Substance Use Status,Maternal Non-Substance User,133766
2019,Medi-Cal,Hispanic,Substance Use Status,Maternal Substance User,3406
2019,Medi-Cal,Hispanic,Substance Use Status,Unknown Substance Use Status,655
2019,Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Diabetes Diagnosis,1251
2019,Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,No Diabetes Diagnosis,9853
2019,Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Unknown Diabetes Status,71
2019,Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Hypertension Diagnosis,1744
2019,Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,No Hypertension Diagnosis,9360
2019,Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Unknown Hypertension Status,71
2019,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Non-Smoker,10442
2019,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Smoker,550
2019,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Unknown Smoking Status,183
2019,Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Non-Substance User,10028
2019,Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Substance User,1076
2019,Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Unknown Substance Use Status,71
2019,Medi-Cal,White,Diabetes Status,Diabetes Diagnosis,3207
2019,Medi-Cal,White,Diabetes Status,No Diabetes Diagnosis,29433
2019,Medi-Cal,White,Diabetes Status,Unknown Diabetes Status,154
2019,Medi-Cal,White,Hypertension Status,Hypertension Diagnosis,4228
2019,Medi-Cal,White,Hypertension Status,No Hypertension Diagnosis,28412
2019,Medi-Cal,White,Hypertension Status,Unknown Hypertension Status,154
2019,Medi-Cal,White,Smoking Status,Maternal Non-Smoker,29711
2019,Medi-Cal,White,Smoking Status,Maternal Smoker,2858
2019,Medi-Cal,White,Smoking Status,Unknown Smoking Status,225
2019,Medi-Cal,White,Substance Use Status,Maternal Non-Substance User,29141
2019,Medi-Cal,White,Substance Use Status,Maternal Substance User,3499
2019,Medi-Cal,White,Substance Use Status,Unknown Substance Use Status,154
2019,Non-Medi-Cal,African-American,Diabetes Status,Diabetes Diagnosis,687
2019,Non-Medi-Cal,African-American,Diabetes Status,No Diabetes Diagnosis,5527
2019,Non-Medi-Cal,African-American,Diabetes Status,Unknown Diabetes Status,872
2019,Non-Medi-Cal,African-American,Hypertension Status,Hypertension Diagnosis,1412
2019,Non-Medi-Cal,African-American,Hypertension Status,No Hypertension Diagnosis,4802
2019,Non-Medi-Cal,African-American,Hypertension Status,Unknown Hypertension Status,872
2019,Non-Medi-Cal,African-American,Smoking Status,Maternal Non-Smoker,6981
2019,Non-Medi-Cal,African-American,Smoking Status,Maternal Smoker,72
2019,Non-Medi-Cal,African-American,Smoking Status,Unknown Smoking Status,33
2019,Non-Medi-Cal,African-American,Substance Use Status,Maternal Non-Substance User,6094
2019,Non-Medi-Cal,African-American,Substance Use Status,Maternal Substance User,120
2019,Non-Medi-Cal,African-American,Substance Use Status,Unknown Substance Use Status,872
2019,Non-Medi-Cal,American Indian/Alaska Native,Diabetes Status,Diabetes Diagnosis,66
2019,Non-Medi-Cal,American Indian/Alaska Native,Diabetes Status,No Diabetes Diagnosis,344
2019,Non-Medi-Cal,American Indian/Alaska Native,Diabetes Status,Unknown Diabetes Status,59
2019,Non-Medi-Cal,American Indian/Alaska Native,Hypertension Status,Hypertension Diagnosis,70
2019,Non-Medi-Cal,American Indian/Alaska Native,Hypertension Status,No Hypertension Diagnosis,340
2019,Non-Medi-Cal,American Indian/Alaska Native,Hypertension Status,Unknown Hypertension Status,59
2019,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Non-Smoker,446
2019,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Smoker,17
2019,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Unknown Smoking Status,6
2019,Non-Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Non-Substance User,398
2019,Non-Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Substance User,12
2019,Non-Medi-Cal,American Indian/Alaska Native,Substance Use Status,Unknown Substance Use Status,59
2019,Non-Medi-Cal,Asian/Pacific Islander,Diabetes Status,Diabetes Diagnosis,10068
2019,Non-Medi-Cal,Asian/Pacific Islander,Diabetes Status,No Diabetes Diagnosis,41332
2019,Non-Medi-Cal,Asian/Pacific Islander,Diabetes Status,Unknown Diabetes Status,1919
2019,Non-Medi-Cal,Asian/Pacific Islander,Hypertension Status,Hypertension Diagnosis,5245
2019,Non-Medi-Cal,Asian/Pacific Islander,Hypertension Status,No Hypertension Diagnosis,46155
2019,Non-Medi-Cal,Asian/Pacific Islander,Hypertension Status,Unknown Hypertension Status,1919
2019,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Non-Smoker,52891
2019,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Smoker,144
2019,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Unknown Smoking Status,284
2019,Non-Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Non-Substance User,51248
2019,Non-Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Substance User,152
2019,Non-Medi-Cal,Asian/Pacific Islander,Substance Use Status,Unknown Substance Use Status,1919
2019,Non-Medi-Cal,Hispanic,Diabetes Status,Diabetes Diagnosis,8581
2019,Non-Medi-Cal,Hispanic,Diabetes Status,No Diabetes Diagnosis,52051
2019,Non-Medi-Cal,Hispanic,Diabetes Status,Unknown Diabetes Status,3708
2019,Non-Medi-Cal,Hispanic,Hypertension Status,Hypertension Diagnosis,8540
2019,Non-Medi-Cal,Hispanic,Hypertension Status,No Hypertension Diagnosis,52092
2019,Non-Medi-Cal,Hispanic,Hypertension Status,Unknown Hypertension Status,3708
2019,Non-Medi-Cal,Hispanic,Smoking Status,Maternal Non-Smoker,63934
2019,Non-Medi-Cal,Hispanic,Smoking Status,Maternal Smoker,234
2019,Non-Medi-Cal,Hispanic,Smoking Status,Unknown Smoking Status,172
2019,Non-Medi-Cal,Hispanic,Substance Use Status,Maternal Non-Substance User,60106
2019,Non-Medi-Cal,Hispanic,Substance Use Status,Maternal Substance User,526
2019,Non-Medi-Cal,Hispanic,Substance Use Status,Unknown Substance Use Status,3708
2019,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Diabetes Diagnosis,2321
2019,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,No Diabetes Diagnosis,14077
2019,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Unknown Diabetes Status,2222
2019,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Hypertension Diagnosis,2682
2019,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,No Hypertension Diagnosis,13716
2019,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Unknown Hypertension Status,2222
2019,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Non-Smoker,18340
2019,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Smoker,133
2019,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Unknown Smoking Status,147
2019,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Non-Substance User,16119
2019,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Substance User,279
2019,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Unknown Substance Use Status,2222
2019,Non-Medi-Cal,White,Diabetes Status,Diabetes Diagnosis,7453
2019,Non-Medi-Cal,White,Diabetes Status,No Diabetes Diagnosis,72711
2019,Non-Medi-Cal,White,Diabetes Status,Unknown Diabetes Status,4002
2019,Non-Medi-Cal,White,Hypertension Status,Hypertension Diagnosis,11055
2019,Non-Medi-Cal,White,Hypertension Status,No Hypertension Diagnosis,69109
2019,Non-Medi-Cal,White,Hypertension Status,Unknown Hypertension Status,4002
2019,Non-Medi-Cal,White,Smoking Status,Maternal Non-Smoker,83054
2019,Non-Medi-Cal,White,Smoking Status,Maternal Smoker,804
2019,Non-Medi-Cal,White,Smoking Status,Unknown Smoking Status,308
2019,Non-Medi-Cal,White,Substance Use Status,Maternal Non-Substance User,79215
2019,Non-Medi-Cal,White,Substance Use Status,Maternal Substance User,949
2019,Non-Medi-Cal,White,Substance Use Status,Unknown Substance Use Status,4002
2020,Medi-Cal,African-American,Smoking Status,Maternal Non-Smoker,12608
2020,Medi-Cal,African-American,Smoking Status,Maternal Smoker,557
2020,Medi-Cal,African-American,Smoking Status,Unknown Smoking Status,75
2020,Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Non-Smoker,747
2020,Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Smoker,87
2020,Medi-Cal,American Indian/Alaska Native,Smoking Status,Unknown Smoking Status,14
2020,Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Non-Smoker,11966
2020,Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Smoker,128
2020,Medi-Cal,Asian/Pacific Islander,Smoking Status,Unknown Smoking Status,34
2020,Medi-Cal,Hispanic,Smoking Status,Maternal Non-Smoker,119902
2020,Medi-Cal,Hispanic,Smoking Status,Maternal Smoker,1006
2020,Medi-Cal,Hispanic,Smoking Status,Unknown Smoking Status,258
2020,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Non-Smoker,9924
2020,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Smoker,441
2020,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Unknown Smoking Status,187
2020,Medi-Cal,White,Smoking Status,Maternal Non-Smoker,26821
2020,Medi-Cal,White,Smoking Status,Maternal Smoker,2373
2020,Medi-Cal,White,Smoking Status,Unknown Smoking Status,171
2020,Non-Medi-Cal,African-American,Smoking Status,Maternal Non-Smoker,7395
2020,Non-Medi-Cal,African-American,Smoking Status,Maternal Smoker,56
2020,Non-Medi-Cal,African-American,Smoking Status,Unknown Smoking Status,21
2020,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Non-Smoker,447
2020,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Smoker,15
2020,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Unknown Smoking Status,6
2020,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Non-Smoker,46837
2020,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Smoker,90
2020,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Unknown Smoking Status,39
2020,Non-Medi-Cal,Hispanic,Smoking Status,Maternal Non-Smoker,70906
2020,Non-Medi-Cal,Hispanic,Smoking Status,Maternal Smoker,265
2020,Non-Medi-Cal,Hispanic,Smoking Status,Unknown Smoking Status,95
2020,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Non-Smoker,18003
2020,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Smoker,128
2020,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Unknown Smoking Status,148
2020,Non-Medi-Cal,White,Smoking Status,Maternal Non-Smoker,80999
2020,Non-Medi-Cal,White,Smoking Status,Maternal Smoker,685
2020,Non-Medi-Cal,White,Smoking Status,Unknown Smoking Status,127
2021,Medi-Cal,African-American,Smoking Status,Maternal Non-Smoker,11644
2021,Medi-Cal,African-American,Smoking Status,Maternal Smoker,327
2021,Medi-Cal,African-American,Smoking Status,Unknown Smoking Status,58
2021,Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Non-Smoker,662
2021,Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Smoker,45
2021,Medi-Cal,American Indian/Alaska Native,Smoking Status,Unknown Smoking Status,14
2021,Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Non-Smoker,11806
2021,Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Smoker,106
2021,Medi-Cal,Asian/Pacific Islander,Smoking Status,Unknown Smoking Status,13
2021,Medi-Cal,Hispanic,Smoking Status,Maternal Non-Smoker,116711
2021,Medi-Cal,Hispanic,Smoking Status,Maternal Smoker,714
2021,Medi-Cal,Hispanic,Smoking Status,Unknown Smoking Status,145
2021,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Non-Smoker,9612
2021,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Smoker,305
2021,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Unknown Smoking Status,164
2021,Medi-Cal,White,Smoking Status,Maternal Non-Smoker,26296
2021,Medi-Cal,White,Smoking Status,Maternal Smoker,1671
2021,Medi-Cal,White,Smoking Status,Unknown Smoking Status,167
2021,Non-Medi-Cal,African-American,Smoking Status,Maternal Non-Smoker,8405
2021,Non-Medi-Cal,African-American,Smoking Status,Maternal Smoker,112
2021,Non-Medi-Cal,African-American,Smoking Status,Unknown Smoking Status,39
