Calendar Year,Payer,Very Low Birthweight Status,Grouper,Birth Characteristic, Number of Births 
2010,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Underweight,69
2010,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Unknown Weight,1130
2010,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Single/Multiple Birth,Multiple Birth,929
2010,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Single/Multiple Birth,Singleton Birth,1971
2010,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Maternal Non-Smoker,2318
2010,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Maternal Smoker,44
2010,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Unknown Smoking Status,538
2010,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Maternal Non-Substance User,2357
2010,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Maternal Substance User,26
2010,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Unknown Substance Use Status,517
2011,Medi-Cal,"Birthweight >=1,500g",Diabetes Status,Diabetes Diagnosis,21299
2011,Medi-Cal,"Birthweight >=1,500g",Diabetes Status,No Diabetes Diagnosis,225503
2011,Medi-Cal,"Birthweight >=1,500g",Diabetes Status,Unknown Diabetes Status,596
2011,Medi-Cal,"Birthweight >=1,500g",Hypertension Status,Hypertension Diagnosis,17785
2011,Medi-Cal,"Birthweight >=1,500g",Hypertension Status,No Hypertension Diagnosis,229017
2011,Medi-Cal,"Birthweight >=1,500g",Hypertension Status,Unknown Hypertension Status,596
2011,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 17 and Younger,9205
2011,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 18-19,21634
2011,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 20-24,76064
2011,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 25-29,67514
2011,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 30-34,44789
2011,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 35 and Older,28192
2011,Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Invalid Age,0
2011,Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Bachelor's Degree or Higher,11623
2011,Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,High School Graduate,81502
2011,Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Less Than High School,87973
2011,Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Some College or Associate's Degree,57375
2011,Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Unknown Education,8925
2011,Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,Foreign-Born,111521
2011,Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,U.S.-Born,135775
2011,Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,Unknown Nativity,102
2011,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,African-American,17919
2011,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,American Indian/Alaska Native,1080
2011,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Asian,14405
2011,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Hawaiian/Pacific Islander,1187
2011,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Hispanic,168659
2011,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Other/Unknown Race,2959
2011,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Two or More Race Categories,4477
2011,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,White,36712
2011,Medi-Cal,"Birthweight >=1,500g",Parity Status,First-Born,86143
2011,Medi-Cal,"Birthweight >=1,500g",Parity Status,One Previous Birth,71046
2011,Medi-Cal,"Birthweight >=1,500g",Parity Status,Two or More Previous Births,90083
2011,Medi-Cal,"Birthweight >=1,500g",Parity Status,Unknown Parity,126
2011,Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Normal Weight,97979
2011,Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,123497
2011,Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Underweight,8612
2011,Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Unknown Weight,17310
2011,Medi-Cal,"Birthweight >=1,500g",Single/Multiple Birth,Multiple Birth,5157
2011,Medi-Cal,"Birthweight >=1,500g",Single/Multiple Birth,Singleton Birth,242241
2011,Medi-Cal,"Birthweight >=1,500g",Smoking Status,Maternal Non-Smoker,236101
2011,Medi-Cal,"Birthweight >=1,500g",Smoking Status,Maternal Smoker,8048
2011,Medi-Cal,"Birthweight >=1,500g",Smoking Status,Unknown Smoking Status,3249
2011,Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Maternal Non-Substance User,242111
2011,Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Maternal Substance User,4691
2011,Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Unknown Substance Use Status,596
2011,Medi-Cal,Unknown Birthweight,Diabetes Status,Diabetes Diagnosis,1
2011,Medi-Cal,Unknown Birthweight,Diabetes Status,No Diabetes Diagnosis,14
2011,Medi-Cal,Unknown Birthweight,Diabetes Status,Unknown Diabetes Status,1
2011,Medi-Cal,Unknown Birthweight,Hypertension Status,Hypertension Diagnosis,0
2011,Medi-Cal,Unknown Birthweight,Hypertension Status,No Hypertension Diagnosis,15
2011,Medi-Cal,Unknown Birthweight,Hypertension Status,Unknown Hypertension Status,1
2011,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 17 and Younger,0
2011,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 18-19,1
2011,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 20-24,4
2011,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 25-29,1
2011,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 30-34,6
2011,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 35 and Older,4
2011,Medi-Cal,Unknown Birthweight,Maternal Age Group,Invalid Age,0
2011,Medi-Cal,Unknown Birthweight,Maternal Education Status,Bachelor's Degree or Higher,0
2011,Medi-Cal,Unknown Birthweight,Maternal Education Status,High School Graduate,3
2011,Medi-Cal,Unknown Birthweight,Maternal Education Status,Less Than High School,4
2011,Medi-Cal,Unknown Birthweight,Maternal Education Status,Some College or Associate's Degree,6
2011,Medi-Cal,Unknown Birthweight,Maternal Education Status,Unknown Education,3
2011,Medi-Cal,Unknown Birthweight,Maternal Nativity,Foreign-Born,6
2011,Medi-Cal,Unknown Birthweight,Maternal Nativity,U.S.-Born,10
2011,Medi-Cal,Unknown Birthweight,Maternal Nativity,Unknown Nativity,0
2011,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,African-American,4
2011,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,0
2011,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Asian,2
2011,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,0
2011,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hispanic,5
2011,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,2
2011,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,0
2011,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,White,3
2011,Medi-Cal,Unknown Birthweight,Parity Status,First-Born,9
2011,Medi-Cal,Unknown Birthweight,Parity Status,One Previous Birth,1
2011,Medi-Cal,Unknown Birthweight,Parity Status,Two or More Previous Births,5
2011,Medi-Cal,Unknown Birthweight,Parity Status,Unknown Parity,1
2011,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Normal Weight,3
2011,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,9
2011,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Underweight,0
2011,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Unknown Weight,4
2011,Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Multiple Birth,2
2011,Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Singleton Birth,14
2011,Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Non-Smoker,13
2011,Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Smoker,1
2011,Medi-Cal,Unknown Birthweight,Smoking Status,Unknown Smoking Status,2
2011,Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Non-Substance User,14
2011,Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Substance User,1
2011,Medi-Cal,Unknown Birthweight,Substance Use Status,Unknown Substance Use Status,1
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,Diabetes Diagnosis,298
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,No Diabetes Diagnosis,2433
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,Unknown Diabetes Status,13
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,Hypertension Diagnosis,742
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,No Hypertension Diagnosis,1989
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,Unknown Hypertension Status,13
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 17 and Younger,110
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 18-19,235
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 20-24,707
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 25-29,700
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 30-34,536
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 35 and Older,456
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Invalid Age,0
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Bachelor's Degree or Higher,128
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,High School Graduate,922
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Less Than High School,863
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Some College or Associate's Degree,707
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Unknown Education,124
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,Foreign-Born,1001
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,U.S.-Born,1741
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,Unknown Nativity,2
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,African-American,446
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,American Indian/Alaska Native,5
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Asian,142
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Hawaiian/Pacific Islander,13
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Hispanic,1633
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Other/Unknown Race,48
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Two or More Race Categories,75
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,White,382
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,First-Born,1071
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,One Previous Birth,627
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,Two or More Previous Births,1039
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,Unknown Parity,7
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Normal Weight,803
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,1371
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Underweight,70
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Unknown Weight,500
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Single/Multiple Birth,Multiple Birth,490
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Single/Multiple Birth,Singleton Birth,2254
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Maternal Non-Smoker,2548
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Maternal Smoker,134
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Unknown Smoking Status,62
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Maternal Non-Substance User,2605
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Maternal Substance User,126
2011,Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Unknown Substance Use Status,13
2011,Non-Medi-Cal,"Birthweight >=1,500g",Diabetes Status,Diabetes Diagnosis,21441
2011,Non-Medi-Cal,"Birthweight >=1,500g",Diabetes Status,No Diabetes Diagnosis,200255
2011,Non-Medi-Cal,"Birthweight >=1,500g",Diabetes Status,Unknown Diabetes Status,21247
2011,Non-Medi-Cal,"Birthweight >=1,500g",Hypertension Status,Hypertension Diagnosis,16241
2011,Non-Medi-Cal,"Birthweight >=1,500g",Hypertension Status,No Hypertension Diagnosis,205455
2011,Non-Medi-Cal,"Birthweight >=1,500g",Hypertension Status,Unknown Hypertension Status,21247
2011,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 17 and Younger,2802
2011,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 18-19,4311
2011,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 20-24,24956
2011,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 25-29,63984
2011,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 30-34,84309
2011,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 35 and Older,62566
2011,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Invalid Age,15
2011,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Bachelor's Degree or Higher,113599
2011,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,High School Graduate,40286
2011,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Less Than High School,15237
2011,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Some College or Associate's Degree,64007
2011,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Unknown Education,9814
2011,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,Foreign-Born,84499
2011,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,U.S.-Born,158314
2011,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,Unknown Nativity,130
2011,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,African-American,8174
2011,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,American Indian/Alaska Native,641
2011,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Asian,46500
2011,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Hawaiian/Pacific Islander,922
2011,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Hispanic,76866
2011,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Other/Unknown Race,6044
2011,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Two or More Race Categories,5774
2011,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,White,98022
2011,Non-Medi-Cal,"Birthweight >=1,500g",Parity Status,First-Born,104015
2011,Non-Medi-Cal,"Birthweight >=1,500g",Parity Status,One Previous Birth,84165
2011,Non-Medi-Cal,"Birthweight >=1,500g",Parity Status,Two or More Previous Births,54596
2011,Non-Medi-Cal,"Birthweight >=1,500g",Parity Status,Unknown Parity,167
2011,Non-Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Normal Weight,115226
2011,Non-Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,82724
2011,Non-Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Underweight,8445
2011,Non-Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Unknown Weight,36548
2011,Non-Medi-Cal,"Birthweight >=1,500g",Single/Multiple Birth,Multiple Birth,9303
2011,Non-Medi-Cal,"Birthweight >=1,500g",Single/Multiple Birth,Singleton Birth,233640
2011,Non-Medi-Cal,"Birthweight >=1,500g",Smoking Status,Maternal Non-Smoker,218230
2011,Non-Medi-Cal,"Birthweight >=1,500g",Smoking Status,Maternal Smoker,1894
2011,Non-Medi-Cal,"Birthweight >=1,500g",Smoking Status,Unknown Smoking Status,22819
2011,Non-Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Maternal Non-Substance User,220555
2011,Non-Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Maternal Substance User,1141
2011,Non-Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Unknown Substance Use Status,21247
2011,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,Diabetes Diagnosis,0
2011,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,No Diabetes Diagnosis,23
2011,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,Unknown Diabetes Status,23
2011,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,Hypertension Diagnosis,2
2011,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,No Hypertension Diagnosis,21
2011,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,Unknown Hypertension Status,23
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 17 and Younger,1
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 18-19,5
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 20-24,8
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 25-29,13
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 30-34,9
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 35 and Older,10
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Invalid Age,0
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Bachelor's Degree or Higher,8
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,High School Graduate,12
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Less Than High School,8
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Some College or Associate's Degree,10
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Unknown Education,8
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,Foreign-Born,14
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,U.S.-Born,29
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,Unknown Nativity,3
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,African-American,3
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,1
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Asian,5
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,0
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hispanic,18
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,3
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,3
2011,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,White,13
2011,Non-Medi-Cal,Unknown Birthweight,Parity Status,First-Born,21
2011,Non-Medi-Cal,Unknown Birthweight,Parity Status,One Previous Birth,13
2011,Non-Medi-Cal,Unknown Birthweight,Parity Status,Two or More Previous Births,12
2011,Non-Medi-Cal,Unknown Birthweight,Parity Status,Unknown Parity,0
2011,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Normal Weight,6
2011,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,9
2011,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Underweight,1
2011,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Unknown Weight,30
2011,Non-Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Multiple Birth,16
2011,Non-Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Singleton Birth,30
2011,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Non-Smoker,22
2011,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Smoker,0
2011,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Unknown Smoking Status,24
2011,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Non-Substance User,23
2011,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Substance User,0
2011,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Unknown Substance Use Status,23
2011,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,Diabetes Diagnosis,355
2011,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,No Diabetes Diagnosis,2048
2011,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,Unknown Diabetes Status,479
